5,n,9,Ethiopia is a republic in northeastern Africa formerly called Abyssinia,
41814,06776727,n,9,a large faint constellation in the southern hemisphere containing most of the Small Magellanic Cloud,
41815,06776880,n,9,the lowest atmospheric layer; from 4 to 11 miles high (depending on latitude),
41816,06777053,n,9,the region of discontinuity between the troposphere and the stratosphere,
41817,06777201,n,9,the atmospheric layer between the stratosphere and the thermosphere,
41818,06777344,n,9,the atmospheric layer between the troposphere and the mesosphere,
41820,06777755,n,9,an area of the ozone layer (near the poles) that is seasonally depleted of ozone,
41821,06777911,n,9,the atmospheric layer between the mesosphere and the exosphere,
41822,06778051,n,9,the outermost atmospheric layer,
41823,06778157,n,9,the watery layer of the earth's surface; includes water vapor,
41824,06778371,n,9,(informal) any large deep body of water; 'he jumped into the drink and had to be rescued',
41825,06778512,n,9,the solid part of the earth,
41826,06778722,n,9,a rigid layer of the lithosphere that is believed to drift slowly,
41827,06778839,n,9,the outermost level of the land or sea; 'earthquakes originate far below the surface'; 'three quarters of the Earth's surface is covered by water',
41828,06779132,n,9,the outer layer of the Earth,
41829,06779284,n,9,a ridge of the earth's crust that has been forced upward between two faults and so is higher than the surrounding land,
41830,06779454,n,9,the lower layer of the crust,
41831,06779561,n,9,the layer of the earth between the crust and the core,
100488,N0001759,n,10,,
41834,06779937,n,9,the central part of the earth,
41836,06780195,n,9,a stratum of ore,
41837,06780265,n,9,the bottom surface of any a cave or lake etc.,
41838,06780381,n,9,the ground on which people and animals move about; 'the fire spared the forest floor',
41839,06780518,n,9,a navigable body of water,
41840,06780670,n,9,(closed sea) a navigable body of water under the jurisdiction of a single nation,
41841,06780809,n,9,(free sea) a navigable body of water to which all nations have equal access,
41842,06780943,n,9,a natural body of running water flowing on or under the earth,
41843,06781218,n,9,the middle of a stream,
41844,06781315,n,9,a stream in which the effects of the tide extend far upstream,
41845,06781505,n,9,any very large body of (salt) water,
41846,06781694,n,9,a large body of water constituting a principal part of the hydrosphere,
41847,06781925,n,9,a division of an ocean or a large body of salt water partially enclosed by land,
41848,06782598,n,9,an informal expression for all of the oceans of the world; 'the old salt had sailed the seven seas',
41849,06782754,n,9,the open seas of the world outside the territorial waters of any nation,
41850,06782917,n,9,the water over which a nation exercises sovereign jurisdiction,
41851,06783080,n,9,an especially deep part of a sea or ocean,
41852,06783207,n,9,the water that is well below the surface but also well above the bottom; 'many marine fishes inhabit the mid-waters',
41853,06783379,n,9,the part of the sea that can be seen from the shore; 'there was a ship in the offing',
41854,06783536,n,9,land that is worked by plowing and sowing and raising crops,
41855,06783707,n,9,the surface soil that must be moved away to get at coal seams and mineral deposits,
41856,06783846,n,9,cultivated land that is not seeded for one or more growing seasons,
41857,06783965,n,9,a plain adjacent to a coast,
41858,06784070,n,9,low-lying coastal land drained by tidal streams,
41859,06784192,n,9,a channel in which a tidal current runs,
41860,06784285,n,9,ground that is permanently frozen,
41861,06784375,n,9,lan suitable for grazing livestock,
41862,06784465,n,9,surface layer of ground containing a matt of grass and grass roots,
41863,06784627,n,9,a piece of turf dug out of a lawn or fairway (by an animals hooves or a golf club),
41864,06784761,n,9,land that is covered with trees and shrubs,
41865,06785033,n,9,a hilly forest region in southwestern Germany,
41866,06785151,n,9,woodlands in full leaf; 'the greenwood was Robin Hood's home',
41867,06785268,n,9,an impenetrable equatorial forest,
41868,06785354,n,9,a tropical forest with heavy annual rainfall,
41869,06785479,n,9,woodlands along the banks of stream or river,
41871,06785770,n,9,the forest trees growing in a country or region,
41872,06785877,n,9,a forest (or part of a forest) where trees are grown for commercial use,
41873,06786022,n,9,an area planted with pine trees or related conifers,
41874,06786127,n,9,an open tract of land in a forest that is strewn with debris from logging (or fire or wind),
41875,06786270,n,9,a place or scene of great or strange beauty or wonder,
41876,06786380,n,9,a soft wet area of low-lying land that sinks underfoot,
41877,06786505,n,9,wet spongy ground of decomposing vegetation; has poorer drainage than a swamp; soil is unfit for cultivation but can be cut and dried and used for fuel,
41878,06786753,n,9,a hollow filled with mud,
41879,06786830,n,9,low-lying wet land with grassy vegetation; usually is a transition zone between land and water,
41880,06786994,n,9,low land that is seasonally flooded; has more woody plants than a marsh and better drainage than a bog,
41881,06787184,n,9,a large subtropical swamp in southern Florida that is noted for its wildlife,
41882,06787317,n,9,a stagnant swamp (especially as part of a bayou),
41883,06787418,n,9,a low area where the land is saturated with water,
41884,06787575,n,9,a body of (usually fresh) water surrounded by land,
41885,06788037,n,9,a swampy arm or slow-moving outlet of a lake (term used mainly in Mississippi and Louisiana),
41886,06788181,n,9,Scottish and Irish words for lake,
42141,06833584,n,9,a tributary of the Mississippi River,
41888,06788431,n,9,a group of 5 lakes in central North America,
41889,06788665,n,9,a lake east of the Caspian Sea lying between Kazakhstan and Uzbekistan,
41890,06788802,n,9,the 4th largest of the Great Lakes,
41891,06788911,n,9,the 2nd largest of the Great Lakes,
41892,06789021,n,9,the smallest of the Great Lakes,
41893,06789130,n,9,the 3rd largest of the Great Lakes; the largest fresh-water lake entirely within the United States borders,
41894,06789315,n,9,the largest freshwater lake in the world; the deepest of the Great Lakes,
41895,06789466,n,9,a shallow body of salt water in northwestern Utah,
41896,06789596,n,9,a stretch of shallow water,
41897,06789684,n,9,an arm of a sea or ocean partly enclosed by land; larger than a bay,
41898,06789983,n,9,a large natural stream of water (larger than a creek); 'the river was navigable for 50 miles',
41899,06792238,n,9,a shallow area in a stream that can be forded,
41900,06792364,n,9,a river and all of its tributaries,
41901,06792476,n,9,the wide part of a river where it nears the sea; fresh and salt water mix,
41902,06792658,n,9,a narrow estuary (especially in Scotland),
41903,06792751,n,9,any small natural waterway,
41904,06792829,n,9,a natural flow of ground water,
41905,06793017,n,9,a natural spring of water at a temperature of 70 F or above,
41907,06793326,n,9,a stream or river connected to a larger one,
41908,06793458,n,9,a branch that flows into the main stream,
41909,06793574,n,9,a branch that flows away from the main stream,
41910,06793678,n,9,a small stream,
41911,06793780,n,9,a fountain described in folk tales as able to make people young again; 'Ponce de Leon discovered Florida while searching for the Fountain of Youth',
41912,06793991,n,9,a spring that discharges hot water and steam,
41913,06794088,n,9,a part of a river where the current is very fast,
41914,06794207,n,9,a steep descent of the water of a river,
41915,06794584,n,9,a steep part of a glacier resembling a frozen waterfall,
41916,06794712,n,9,a body of water cut off from a larger body by a reef of sand or coral,
41917,06794852,n,9,a small arm off of a larger body of water (often between rocky headlands),
41918,06795067,n,9,a long narrow inlet of the sea between steep cliffs; common in Norway,
41919,06795196,n,9,an indentation of a shoreline larger than a cove but smaller than an gulf,
41920,06795608,n,9,a bay formed by a bend (a bight) in the shoreline,
41921,06795709,n,9,a large ocean inlet or deep bay; 'the main body of the sound ran parallel to the coast',
41922,06795884,n,9,a relatively narrow body of water linking two larger bodies; 'the ship went aground in the channel',
41923,06796171,n,9,a small body of standing water (rainwater) or other liquid; 'there were puddles of muddy water in the road after the rain'; 'the body lay in a pool of blood',
41924,06796406,n,9,a puddle of mud; 'the children loved a mud puddle',
41925,06796531,n,9,something that shines,
41926,06796605,n,9,anything that resembles a vagabond in having no fixed place; 'pirate ships were vagabonds of the sea',
41927,06796761,n,9,anything that suggests a wall in structure or effect; 'a wall of water'; 'a wall of smoke'; 'a wall of prejudice',
41928,06796961,n,9,a puddle where animals go to wallow,
41929,06797049,n,9,a small body of water (usually in a creek) that is deep enough to use for swimming,
41930,06797191,n,9,an arm of the Atlantic Ocean that forms a channel between France and Britain,
41931,06797348,n,9,a narrow strait connecting two bodies of water,
41932,06797465,n,9,a narrow channel of the sea joining two larger bodies of water,
41933,06797778,n,9,a strait connecting the Bering Sea to the Arctic Ocean,
41934,06797892,n,9,a strait connecting the Mediterranean and the Black Sea; separates the European and Asian parts of Turkey; an important shipping route,
41935,06798081,n,9,a strait between Korea and Japan; connects the East China Sea and the Sea of Japan,
41936,06798257,n,9,the strait between Spain and Africa,
41937,06798358,n,9,a strategically important strait linking the Persian Gulf and the Gulf of Oman,
41941,06799128,n,9,a small lake; 'the pond was too small for sailing',
41942,06799344,n,9,a freshwater pond with fish,
41943,06799426,n,9,a pond for watering horses,
41944,06799508,n,9,(British) a small pond of standing water,
41945,06799599,n,9,a pond formed by damming a stream to provide a head of water to turn a mill wheel,
41946,06799735,n,9,a natural hole or hollow containing water,
