,κωμογραμματεία,n,n-s---fn1l,κωμογραμματείας,,,,,0
59992,λ00615,λὶγξ,n,----------,,,,,,0
59993,λ01400,λίγξε,n,----------,,,,,,0
59994,λ01401,λιγουρά,a,aps---mn1-,λιγουρά λιγουα λιγουον,,,,,0
59995,λ01402,λιγυάοιδος,n,----------,,,,,,0
59996,,Λιγυαστάδης,n,n-s---mn1e,Λιγυαστάδου,,,,,0
59997,λ01403,λιγυηχής,a,aps---cn5s,λιγυηχής λιγυηχής λιγυηχές,,,,,0
59999,λ01405,λιγυκλαγγής,a,aps---cn5s,λιγυκλαγγής λιγυκλαγγής λιγυκλαγγές,,,,,0
60000,λ01406,λιγύκορτος,a,aps---cn2-,λιγύκορτος λιγύκορτος λιγύκορτον,,,,,0
60001,λ01407,λιγύκροτος,a,aps---cn2-,λιγύκροτος λιγύκροτος λιγύκροτον,,,,,0
60002,λ01408,λιγυμακρόφωνος,a,aps---cn2-,λιγυμακρόφωνος λιγυμακρόφωνος λιγυμακρόφωνον,,,,,0
60003,λ01409,λιγύμολπος,a,aps---cn2-,λιγύμολπος λιγύμολπος λιγύμολπον,,,,,0
60004,λ01410,λιγύμυθος,a,aps---cn2-,λιγύμυθος λιγύμυθος λιγύμυθον,,,,,0
60005,λ01411,λιγύπνοιος,a,aps---cn2-,λιγύπνοιος λιγύπνοιος λιγύπνοιον,,,,,0
60006,λ01412,λιγύπνοος,a,aps---cn2-,λιγύπνοος λιγύπνοος λιγύπνοον,,λιγύπνους λιγύπνους λιγύπνουν,,,0
60007,λ01413,λιγυπτέρυγος,a,aps---cn2-,λιγυπτέρυγος λιγυπτέρυγος λιγυπτέρυγον,,,,,0
60008,λ01414,λιγυρίζω,v,----------,,,,,,0
60009,λ01415,λιγύριον,n,n-s---nn2-,λιγυρίου,,,,,0
60011,λ01418,λιγυρός,a,aps---mn1-,λιγυρός λιγυρά λιγυρόν,,,,,0
60012,λ01417,λίγυρος,n,n-s---mn2-,λιγύρου,,,,,0
60013,λ01419,λιγυρότης,n,n-s---fn3t,λιγυρότητος,,,,,0
60014,λ01420,λιγύς,a,aps---mn4u,,,,/li.ɡýs/,,0
60015,,Λίγυς,n,n-s---mn3s,,,,/lí.ɡys/,,0
60016,λ01421,λιγυσφάραγος,n,----------,,,,,,0
60017,λ01422,λιγύφθογγος,a,aps---cn2-,λιγύφθογγος λιγύφθογγος λιγύφθογγον,,,,,0
60018,λ01423,λιγυφωνέω,v,----------,,,,,,0
60019,λ01424,λιγύφωνος,a,aps---cn2-,λιγύφωνος λιγύφωνος λιγύφωνον,,,,,0
60020,λ01426,λιθαγωγία,n,n-s---fn1l,λιθαγωγίας,,,,,0
60021,λ01427,λιθαγωγός,a,----------,,,,,,0
60022,λ01428,λιθάζω,v,----------,,,,,,0
60023,λ01429,λιθακός,n,----------,,,,,,0
60024,λ01430,λιθαναβολεύς,n,n-s---mn3v,λιθαναβολέως,,,,,0
60025,λ01431,λίθαξ,n,----------,,,,,,0
60026,λ01432,λιθαργύρεος,n,----------,,,,,,0
60027,λ01433,λιθαργύρινος,a,aps---mn1-,λιθαργύρινος λιθαργυρίνη λιθαργύρινον,,,,,0
60028,λ01434,λιθάργυρος,n,----------,,,,,,0
60029,λ01435,λιθαργυροφανής,a,aps---cn5s,λιθαργυροφανής λιθαργυροφανής λιθαργυροφανές,,,,,0
60030,λ01436,λιθαρίδιον,n,n-s---nn2-,λιθαριδίου,,,,,0
60031,λ01437,λιθάριον,n,n-s---nn2-,λιθαρίου,,,,,0
60032,λ01438,λιθάς,n,n-s---fn3d,λιθάδος,,,,,0
60033,λ01439,λιθάσβεστος,n,n-s---mn2-,λιθασβέστου,,,,,0
60034,λ01440,λιθασμός,n,----------,,,,,,0
60035,λ01441,λιθαστής,n,n-s---mn1e,λιθαστού,,,,,0
60037,λ01443,λιθάω,v,----------,,,,,,0
60038,λ01444,λιθεία,n,n-s---fn1l,λιθείας,,,,,0
60039,λ01445,λίθειος,a,aps---mn1-,λίθειος λίθεια λίθειον,,,,,0
60040,λ01446,λιθέμπορος,n,n-s---mn2-,λιθεμπόρου,,,,,0
60041,λ01447,λίθεος,a,aps---mn1-,λίθεος λίθεα λίθεον,,,,,0
60042,λ01448,λιθηγός,n,----------,,,,,,0
60043,λ01449,λιθηλογής,a,aps---cn5s,λιθηλογής λιθηλογής λιθηλογές,,,,,0
60044,λ01450,λιθιακός,n,----------,,,,,,0
60045,λ01451,λιθίασις,n,----------,,,,,,0
60046,λ01452,λιθιάω,v,----------,,,,,,0
60047,λ01453,λιθίδιον,n,n-s---nn2-,λιθιδίου,,,,,0
60048,λ01454,λιθίζω,v,----------,,,,,,0
60050,λ01456,λίθινος,a,aps---mn1-,λίθινος λιθίνη λίθινον,,,/lí.tʰi.nos/,,0
60051,λ01457,λιθινότης,n,n-s---fn3t,λιθινότητος,,,,,0
60052,λ01458,λίθιον,n,n-s---nn2-,λιθίου,,,,,0
60053,λ01459,λίθιος,n,----------,,,,,,0
60054,λ01460,λιθίς,n,n-s---fn3d,λιθίδος,,,,,0
60055,λ01461,λιθόβασις,n,n-s---fn3v,λιθοβασέως,,,,,0
60056,λ01462,λιθοβλής,n,----------,,,,,,0
60058,λ01464,λιθοβολέω,v,----------,,,,,,0
60059,λ01465,λιθοβολήσιμος,a,aps---cn2-,λιθοβολήσιμος λιθοβολήσιμος λιθοβολήσιμον,,,,,0
60060,λ01466,λιθοβόλησις,n,----------,,,,,,0
60061,λ01467,λιθοβολία,n,n-s---fn1l,λιθοβολίας,,,,,0
60062,λ01468,λιθοβολισμός,n,----------,,,,,,0
60063,λ01469,λιθοβολίτης,n,----------,,,,,,0
60064,λ01470,λιθόβολος,a,aps---cn2-,λιθόβολος λιθόβολος λιθόβολον,,,,,0
60065,λ01471,λιθόγληνος,a,aps---cn2-,λιθόγληνος λιθόγληνος λιθόγληνον,,,,,0
60066,λ01472,λιθογλύπτης,n,n-s---mn1e,λιθογλύπτου,,,,,0
60067,λ01473,λιθογλυφία,n,n-s---fn1l,λιθογλυφίας,,,,,0
60068,λ01474,λιθογλύφος,n,n-s---mn2-,λιθογλύφου,,,,,0
60069,λ01475,λιθογλώχιν,n,n-s---mn3n,λιθογλώχινος,,,,,0
60070,λ01476,λιθογνωμικός,a,aps---mn1-,λιθογνωμικός λιθογνωμική λιθογνωμικόν,,,,,0
60071,λ01477,λιθογνώμων,a,aps---cn3n,λιθογνώμων λιθογνώμων λιθογνώμον,,,,,0
60072,λ01478,λιθογόνος,a,aps---cn2-,λιθογόνος λιθογόνος λιθογόνον,,,,,0
60073,λ01479,λιθογράφος,n,----------,,,,,,0
60074,λ01480,λιθοδαίδαλος,a,aps---cn2-,λιθοδαίδαλος λιθοδαίδαλος λιθοδαίδαλον,,,,,0
60075,λ01481,λιθόδενδρον,n,n-s---nn2-,λιθοδένδρου,,,,,0
60076,λ01482,λιθοδερκής,a,aps---cn5s,λιθοδερκής λιθοδερκής λιθοδερκές,,,,,0
60077,λ01483,λιθόδερμος,a,aps---cn2-,λιθόδερμος λιθόδερμος λιθόδερμον,,,,,0
60078,λ01484,λιθοδικτέω,v,----------,,,,,,0
60079,λ01485,λιθόδμητος,a,aps---cn2-,λιθόδμητος λιθόδμητος λιθόδμητον,,,,,0
60080,λ01486,λιθοδόμητος,a,aps---cn2-,λιθοδόμητος λιθοδόμητος λιθοδόμητον,,,,,0
60081,λ01487,λιθοδόμος,n,n-s---mn2-,λιθοδόμου,,,,,0
60082,λ01488,λιθοειδής,a,aps---cn5s,λιθοειδής λιθοειδής λιθοειδές,,,,,0
60084,λ01490,λιθοεργός,a,aps---cn2-,λιθοεργός λιθοεργός λιθοεργόν,,,,,0
60085,λ01491,λιθοθεσία,n,n-s---fn1l,λιθοθεσίας,,,,,0
60086,λ01492,λιθοθήρας,n,n-s---mn1a,λιθοθήρου,,,,,0
60087,λ01493,λιθοικοδόμητος,a,aps---cn2-,λιθοικοδόμητος λιθοικοδόμητος λιθοικοδόμητον,,,,,0
60088,λ01494,λιθοκαλλής,a,aps---cn5s,λιθοκαλλής λιθοκαλλής λιθοκαλλές,,,,,0
60089,λ01495,λιθοκάρδιος,a,aps---cn2-,λιθοκάρδιος λιθοκάρδιος λιθοκάρδιον,,,,,0
60090,λ01496,λιθοκέφαλος,a,aps---cn2-,λιθοκέφαλος λιθοκέφαλος λιθοκέφαλον,,,,,0
60091,λ01497,λιθόκολλα,n,n-s---fn1s,λιθόκολλας,,,,,0
60092,λ01498,λιθοκόλλητος,a,aps---cn2-,λιθοκόλλητος λιθοκόλλητος λιθοκόλλητον,,,,,0
60093,λ01499,λιθόκολλος,a,aps---cn2-,λιθόκολλος λιθόκολλος λιθόκολλον,,,,,0
60094,λ01500,λιθοκομικόν,n,----------,,,,,,0
60095,λ01501,λιθοκοπέω,v,----------,,,,,,0
60096,λ01502,λιθοκοπία,n,n-s---fn1l,λιθοκοπίας,,,,,0
60098,λ01504,λιθοκόπος,n,n-s---mn2-,λιθοκόπου,,,,,0
60099,λ01505,λιθοκρήδεμνος,a,aps---cn2-,λιθοκρήδεμνος λιθοκρήδεμνος λιθοκρήδεμνον,,,,,0
60100,λ01506,λιθοκτονία,n,n-s---fn1l,λιθοκτονίας,,,,,0
60101,λ01507,λιθολάβος,n,n-s---mn2-,λιθολάβου,,,,,0
60102,λ01508,λιθολευστέω,v,----------,,,,,,0
60103,λ01509,λιθόλευστος,a,aps---cn2-,λιθόλευστος λιθόλευστος λιθόλευστον,,,,,0
60104,λ01510,λιθολογέω,v,----------,,,,,,0
60105,λ01511,λιθολόγημα,n,n-s---nn3t,λιθολογήματος,,,,,0
60106,λ01512,λιθολογία,n,n-s---fn1l,λιθολογίας,,,,,0
60107,λ01513,λιθόλογος,n,n-s---mn2-,λιθολόγου,,,,,0
60108,λ01514,λιθοξόανος,a,aps---cn2-,λιθοξόανος λιθοξόανος λιθοξόανον,,,,,0
60109,λ01515,λιθοξοεῖον,n,n-s---nn2-,λιθοξοείου,,,,,0
60110,λ01516,λιθοξοϊκός,a,aps---mn1-,λιθοξοϊκός λιθοξοϊκή λιθοξοϊκόν,,,,,0
60111,λ01517,λιθόξοος,n,n-s---mn2-,λιθοξόου,,,,,0
60112,λ01518,λιθοξύστης,n,n-s---mn1e,λιθοξύστου,,,,,0
60113,λ01519,λιθοποιέω,v,----------,,,,,,0
60115,λ01521,λιθοπρίστης,n,n-s---mn1e,λιθοπρίστου,,,,,0
60116,λ01522,λιθοπυργία,n,----------,,,,,,0
60117,λ01523,λιθόρρινος,a,aps---cn2-,λιθόρρινος λιθόρρινος λιθόρρινον,,,,,0
60118,λ01524,λίθος,n,n-s---mn2-,λίθου,,,/lí.tʰos/,,0
60119,λ01525,λιθοσπαδὴς,a,----------,,,,,,0
60120,λ01526,λιθόσπερμον,n,n-s---nn2-,λιθοσπέρμου,,,,,0
60121,λ01527,λιθοστεγής,a,aps---cn5s,λιθοστεγής λιθοστεγής λιθοστεγές,,,,,0
60122,λ01528,λιθόστρωτος,a,aps---cn2-,λιθόστρωτος λιθόστρωτος λιθόστρωτον,,,,,0
60123,λ01529,λιθοτομεῖον,n,n-s---nn2-,λιθοτομείου,,,,,0
60124,λ01530,λιθοτομία,n,n-s---fn1l,λιθοτομίας,,,,,0
60125,λ01531,λιθοτομικός,a,aps---mn1-,λιθοτομικός λιθοτομική λιθοτομικόν,,,,,0
60126,λ01532,λιθοτόμιον,n,n-s---nn2-,λιθοτομίου,,,,,0
60127,λ01533,λιθότομος,a,aps---cn2-,λιθότομος λιθότομος λιθότομον,,,,,0
60128,λ01534,λιθοτράχηλος,a,----------,,,,,,0
60129,λ01535,λιθοτριβικός,a,aps---mn1-,λιθοτριβικός λιθοτριβική λιθοτριβικόν,,,,,0
60130,λ01536,λιθουλκέω,v,----------,,,,,,0
60131,λ01537,λιθουλκία,n,n-s---fn1l,λιθουλκίας,,,,,0
60132,λ01538,λιθουλκός,a,----------,,,,,,0
60133,λ01539,λιθουργεῖον,n,n-s---nn2-,λιθουργείου,,,,,0
60134,λ01540,λιθουργέω,v,----------,,,,,,0
60135,λ01541,λιθουργής,a,aps---cn5s,λιθουργής λιθουργής λιθουργές,,,,,0
60136,λ01542,λιθουργία,n,n-s---fn1l,λιθουργίας,,,,,0
60138,λ01544,λιθουργός,n,----------,,,,,,0
60139,λ01545,λιθουρία,n,n-s---fn1l,λιθουρίας,,,,,0
60140,λ01546,λιθοφορέω,v,----------,,,,,,0
60141,λ01547,λιθόφορος,a,aps---cn2-,λιθόφορος λιθόφορος λιθόφορον,,,,,0
60142,λ01548,λιθοφρύγιον,n,n-s---nn2-,λιθοφρυγίου,,,,,0
60143,λ01549,λιθοψήκτης,n,n-s---mn1e,λιθοψήκτου,,,,,0
60144,λ01550,λιθόψωκτος,a,aps---cn2-,λιθόψωκτος λιθόψωκτος λιθόψωκτον,,,,,0
60145,λ01551,λιθόω,v,----------,,,,,,0
60146,λ01552,λιθώδης,a,aps---cn3s,λιθώδης λιθώδης λιθώ͂δες,,,,,0
60148,λ01554,λιθωμότης,n,n-s---mn1e,λιθωμότου,,,,,0
60149,λ01555,λιθώπης,a,aps---cn3s,λιθώπης λιθώπης λιθώ͂πες,,,,,0
60150,λ01556,λίθωσις,n,n-s---fn3v,λιθωσέως,,,,,0
60151,λ01557,λικμαῖος,a,aps---mn1-,λικμαῖος λικμαῖα λικμαῖον,,,,,0
60152,λ01558,λικμάς,n,n-s---fn3d,λικμάδος,,,,,0
60153,λ01559,λικμάω,v,----------,,,,/lik.má.ɔː/,,0
60154,λ01560,λικμητήρ,n,n-s---mn3r,λικμητῆρος,,,,,0
60155,λ01561,λικμητήριον,n,n-s---nn2-,λικμητηρίου,,,,,0
60156,λ01562,λικμητηρίς,n,n-s---fn3d,λικμητηρίδος,,,,,0
60157,λ01563,λικμητής,n,n-s---mn1e,λικμητού,,,,,0
60159,λ01565,λικμητός,n,----------,,,,,,0
60160,λ01566,λικμητρίς,n,n-s---fn3d,λικμητρίδος,,,,,0
60161,λ01567,λικμήτωρ,n,n-s---mn3r,λικμήτορος,,,,,0
60162,λ01568,λικμός,n,n-s---mn2-,λικμού,,,,,0
60163,λ01569,λικνάριον,n,n-s---nn2-,λικναρίου,,,,,0
60164,λ01570,λικνίζω,v,----------,,,,,,0
60165,λ01571,λικνίτης,n,n-s---mn1e,λικνίτου,,,,,0
60166,λ01572,λικνοειδής,a,aps---cn5s,λικνοειδής λικνοειδής λικνοειδές,,,,,0
60167,λ01573,λίκνον,n,n-s---nn2-,λίκνου,,,,,0
60168,λ01574,λικνοφορέω,v,----------,,,,,,0
60169,λ01575,λικνοφόρος,a,aps---cn2-,λικνοφόρος λικνοφόρος λικνοφόρον,,,,,0
60170,λ01576,λικνόω,v,----------,,,,,,0
60171,λ01577,λικριφίς,r,----------,,,,,,0
60172,λ01578,λιλαίομαι,v,----------,,,,/li.laí̯.o.mai̯/,,0
60173,λ01579,λιμαγχέω,v,----------,,,,,,0
60174,λ01580,λιμαγχία,n,n-s---fn1l,λιμαγχίας,,,,,0
60175,λ01581,λιμαγχικός,a,aps---mn1-,λιμαγχικός λιμαγχική λιμαγχικόν,,,,,0
60176,λ01582,λιμαγχονέω,v,----------,,,,,,0
60177,λ01583,λιμαγχονία,n,n-s---fn1l,λιμαγχονίας,,,,,0
60178,λ01584,λιμαγχονικός,a,aps---mn1-,λιμαγχονικός λιμαγχονική λιμαγχονικόν,,,,,0
60179,λ01585,λιμαίνω,v,----------,,,,,,0
60180,λ01586,λιμαλέος,a,aps---mn1-,λιμαλέος λιμαλέα λιμαλέον,,,,,0
60181,λ01587,λιμβεία,n,n-s---fn1l,λιμβείας,,,,,0
60182,λ01588,λιμβεύω,v,----------,,,,,,0
60183,λ01589,λίμβος,a,aps---cn2-,λίμβος λίμβος λίμβον,,,,,0
60184,λ01590,λιμβός,n,----------,,,,,,0
60185,λ01591,λιμβρός,a,aps---mn1-,λιμβρός λιμβρά λιμβρόν,,,,,0
60186,λ01592,λιμεναρχέω,v,----------,,,,,,0
60187,λ01593,λιμενάρχης,n,n-s---mn1e,λιμενάρχου,,,,,0
60189,λ01595,λιμενίζω,v,----------,,,,,,0
60190,λ01596,λιμένιον,n,n-s---nn2-,λιμενίου,,,,,0
60191,λ01597,λιμένιος,a,aps---mn1-,λιμένιος λιμένια λιμένιον,,,,,0
60192,λ01598,λιμενίτης,n,n-s---mn1e,λιμενίτου,,,,,0
60193,λ01599,λιμενιτικός,a,aps---mn1-,λιμενιτικός λιμενιτική λιμενιτικόν,,,,,0
60194,λ01600,λιμενοειδής,a,aps---cn5s,λιμενοειδής λιμενοειδής λιμενοειδές,,,,,0
60195,λ01601,λιμενοποιί̈α,n,n-s---fn1l,λιμενοποιί̈ας,,,,,0
60196,λ01602,λιμενοποιϊκά,n,n-p---nn2-,λιμενοποιϊκῶν,,,,,0
60197,λ01603,λιμενορμίτης,n,n-s---mn1e,λιμενορμίτου,,,,,0
60198,λ01604,λιμενοσκόπος,a,aps---cn2-,λιμενοσκόπος λιμενοσκόπος λιμενοσκόπον,,,,,0
60200,λ01606,λιμενοφύλαξ,n,----------,,,,,,0
60201,λ01607,λιμήν,n,n-s---mn3n,λιμένος,,,/li.mɛ̌ːn/,,0
60202,λ01608,λιμηρός,a,----------,,,,,,0
60203,λ01609,λιμηρός,a,aps---mn1-,λιμηρός λιμηρά λιμηρόν,,,,,0
60204,λ01610,λιμναγενής,a,aps---cn5s,λιμναγενής λιμναγενής λιμναγενές,,,,,0
60205,λ01611,λιμνάζω,v,----------,,,,,,0
60206,λ01612,λιμναῖον,n,n-s---nn2-,λιμναίου,,,,,0
60208,λ01614,λιμνάς,n,n-s---fn3d,λιμνάδος,,,,,0
60209,λ01615,λιμνασία,n,n-s---fn1l,λιμνασίας,,,,,0
60210,λ01616,λιμνασμός,n,----------,,,,,,0
60211,λ01617,λιμναστεία,n,n-s---fn1l,λιμναστείας,,,,,0
60212,λ01618,λιμναστής,n,n-s---mn1e,λιμναστού,,,,,0
60213,λ01619,λιμνεία,n,n-s---fn3v,λιμνέεως,,,,,0
60214,λ01620,λίμνη,n,n-s---fn1s,λίμνης,,,/lím.nɛː/,,0
60215,λ01621,λίμνηθεν,r,----------,,,,,,0
60216,λ01622,λιμνησία,n,n-s---fn1l,λιμνησίας,,,,,0
60217,λ01623,λιμνήσιον,n,n-s---nn2-,λιμνησίου,,,,,0
60218,,Λιμνήσιος,n,n-s---mn2-,Λιμνησίου,,,,,0
60219,λ01624,λίμνησις,n,n-s---fn3v,λιμνησέως,,,,,0
60220,λ01625,λιμνήστινον,n,n-s---nn2-,λιμνηστίνου,,,,,0
60221,λ01626,λιμνήστιον,n,n-s---nn2-,λιμνηστίου,,,,,0
60222,λ01627,λίμνηστις,n,n-s---fn3v,λιμνήστεως,,,,,0
60223,λ01628,λίμνηστρον,n,n-s---nn2-,λιμνήστρου,,,,,0
60224,λ01629,λιμνήτης,n,n-s---mn1e,λιμνήτου,,,,,0
60225,λ01630,λιμνιάρχης,n,n-s---mn1e,λιμνιάρχου,,,,,0
60226,λ01631,λίμνιον,n,n-s---nn2-,λιμνίου,,,,,0
60227,λ01632,λίμνιος,a,aps---mn1-,λίμνιος λίμνια λίμνιον,,,,,0
60228,λ01633,λιμνιτικά,n,n-p---nn2-,λιμνιτικῶν,,,,,0
60229,λ01634,λίμνιτις,n,n-s---fn3d,λιμνίτιδος,,,,,0
60230,λ01635,λιμνόβιος,a,aps---cn2-,λιμνόβιος λιμνόβιος λιμνόβιον,,,,,0
60231,λ01636,λιμνοειδής,a,aps---cn5s,λιμνοειδής λιμνοειδής λιμνοειδές,,,,,0
60232,λ01637,λιμνοθάλασσα,n,n-s---fn1s,λιμνοθάλασσας,,,,,0
60233,λ01638,λιμνομάχης,n,n-s---mn1e,λιμνομάχου,,,,,0
60234,λ01639,λιμνόομαι,v,----------,,,,,,0
60235,λ01640,λίμνος,n,----------,,,,,,0
60236,λ01641,λιμνόστρεον,n,n-s---nn2-,λιμνοστρέου,,,,,0
60237,λ01642,λιμνοσώματος,a,aps---cn2-,λιμνοσώματος λιμνοσώματος λιμνοσώματον,,,,,0
60238,λ01643,λιμνουργός,n,----------,,,,,,0
60239,λ01644,λιμνοφυής,a,aps---cn5s,λιμνοφυής λιμνοφυής λιμνοφυές,,,,,0
60240,λ01645,λιμνόχαρις,n,----------,,,,,,0
60241,λ01646,λιμνώδης,a,aps---cn3s,λιμνώδης λιμνώδης λιμνώ͂δες,,,,,0
60242,λ01647,λιμοδοξέω,v,----------,,,,,,0
60243,λ01648,λιμοδοξία,n,n-s---fn1l,λιμοδοξίας,,,,,0
60244,,Λιμοδωριεῖς,n,----------,,,,,,0
