0783,ἡμιωριαῖος,a,aps---mn1-,ἡμιωριαῖος ἡμιωριαῖα ἡμιωριαῖον,,,,,0
45416,θ00072,θαλασσόπληκτος,a,aps---cn2-,θαλασσόπληκτος θαλασσόπληκτος θαλασσόπληκτον,,,,,0
45418,θ00074,θαλασσοποιός,a,aps---cn2-,θαλασσοποιός θαλασσοποιός θαλασσοποιόν,,,,,0
45419,θ00075,θαλασσοπορέω,v,----------,,,,,,0
45420,θ00076,θαλασσοπόρος,a,aps---cn2-,θαλασσοπόρος θαλασσοπόρος θαλασσοπόρον,,,,,0
45421,θ00077,θαλασσοπόρφυρος,a,aps---cn2-,θαλασσοπόρφυρος θαλασσοπόρφυρος θαλασσοπόρφυρον,,,,,0
45695,θ00341,θειώδης,a,----------,,,,,,0
45425,θ00081,θαλασσότοκος,a,aps---cn2-,θαλασσότοκος θαλασσότοκος θαλασσότοκον,,,,,0
45426,θ00082,θαλασσουργέω,v,----------,,,,,,0
45427,θ00083,θαλασσουργία,n,n-s---fn1l,θαλασσουργίας,,,,,0
45428,θ00084,θαλασσουργός,n,----------,,,,,,0
45429,θ00085,θαλασσόω,v,----------,,,,,,0
45430,θ00086,θαλασσώδης,a,aps---cn3s,θαλασσώδης θαλασσώδης θαλασσώ͂δες,,,,,0
45431,θ00087,θαλάσσωσις,n,n-s---fn3v,θαλασσωσέως,,,,,0
45432,θ00088,θάλαττα,n,n-s---fn1s,,,,/tʰá.lat.ta/,,0
45433,θ00090,θάλεα,n,n-p---nn2-,θαλέων,,,,,0
45434,θ00091,θαλέθω,v,----------,,,,,,0
45435,θ00092,θάλεια,a,----------,,,,,,0
45436,θ00093,θαλερόμματος,a,aps---cn2-,θαλερόμματος θαλερόμματος θαλερόμματον,,,,,0
45437,θ00094,θαλεροποιός,a,aps---cn2-,θαλεροποιός θαλεροποιός θαλερόμματον,,,,,0
45438,θ00095,θαλερός,a,aps---mn1-,θαλερός θαλερά θαλερόν,,,,,0
45439,θ00096,θαλερῶπις,n,----------,,,,,,0
45440,θ00098,θαλέω,n,----------,,,,,,0
45441,θ00097,θαλέω,n,----------,,,,,,0
45442,,Θαλῆς,n,,,,,/tʰa.lɛ̂ːs/,,0
45443,θ00099,θαλία,n,n-s---fn1l,θαλίας,,,,,0
45444,θ00100,θαλιάζω,v,----------,,,,,,0
45445,θ00101,θάλικτρον,n,n-s---nn2-,θαλίκτρου,,,,,0
45446,θ00102,θαλιοποιοί,r,----------,,,,,,0
45447,θ00103,θαλλία,n,n-s---fn1l,θαλλίας,,,,,0
45449,θ00105,θαλλίον,n,n-s---nn2-,θαλλίου,,,,,0
45450,θ00106,θαλλός,n,n-s---mn2-,θαλλοῦ,,,,,0
45451,θ00107,θαλλοφαγέω,v,----------,,,,,,0
45452,θ00108,θαλλοφορέω,v,----------,,,,,,0
45453,θ00109,θαλλοφόρος,a,aps---cn2-,θαλλοφόρος θαλλοφόρος θαλλοφόρον,,,,,0
45454,θ00110,θάλλω,v,----------,,,,/tʰál.lɔː/,,0
45455,,Θαλλώ,n,n-s---fn3c,Θαλλοῦς,,,,,0
45456,θ00111,θάλος,n,----------,,,,,,0
45457,θ00112,θαλπεινός,a,aps---mn1-,θαλπεινός θαλπεινή θαλπεινόν,,,,,0
45458,θ00113,θαλπείω,v,----------,,,,,,0
45459,θ00114,θαλπιάω,v,----------,,,,,,0
45460,θ00115,θαλπνός,a,aps---mn1-,θαλπνός θαλπνή θαλπνόν,,,,,0
45461,θ00116,θάλπος,n,n-s---nn3v,θάλπεος,,,,,0
45462,θ00117,θαλπτέον,a,----------,,,,,,0
45463,θ00118,θαλπτήριον,n,----------,,,,,,0
45464,θ00119,θαλπτήριος,a,aps---cn2-,θαλπτήριος θαλπτήριος θαλπτήριον,,,,,0
45465,θ00120,θάλπω,v,----------,,,,/tʰál.pɔː/,,0
45466,θ00121,θαλπωρή,n,n-s---fn1e,θαλπωρῆς,,,,,0
45467,θ00122,θαλυκρός,a,aps---mn1-,θαλυκρός θαλυκρά θαλυκρόν,,,,,0
45468,θ00123,θαλύνω,v,----------,,,,,,0
45469,θ00124,θαλύπτω,v,----------,,,,,,0
45470,θ00125,θαλύσια,a,----------,,,,,,0
45471,θ00126,θαλυσιάς,a,aps---an3d,θαλυσιάς θαλυσιάς θαλυσιάς,,,,,0
45472,θ00127,θαλύσσω,v,----------,,,,,,0
45473,θ00128,θάλψις,n,n-s---fn3v,θάλψεως,,,,,0
45474,θ00130,θαμά,r,----------,,,,,,0
45475,θ00131,θαμάκις,r,----------,,,,,,0
45476,θ00132,θαμβαίνω,v,----------,,,,,,0
46318,θ00947,θήρ,n,n-s---mn3s,θηρός,,,/tʰɛ̌ːr/,,0
45478,θ00134,θαμβευτής,n,n-s---mn1e,θαμβευτού,,,,,0
45479,θ00135,θαμβεύω,v,----------,,,,,,0
45480,θ00136,θαμβέω,v,----------,,,,,,0
45481,θ00137,θάμβημα,n,n-s---nn3t,θαμβήματος,,,,,0
45482,θ00138,θάμβησις,n,n-s---fn3v,θαμβησέως,,,,,0
45483,θ00139,θαμβήτειρα,n,n-s---fn1s,θαμβήτειρας,,,,,0
45484,θ00140,θαμβητός,a,aps---mn1-,θαμβητός θαμβητή θαμβητόν,,,,,0
45485,θ00141,θαμβόομαι,v,----------,,,,,,0
45486,θ00142,θάμβος,n,n-s---nn3s,,,,,,0
45487,θ00143,θαμβός,a,aps---mn1-,θαμβός θαμβή θαμβόν,,,,,0
45488,θ00144,θαμέες,n,----------,,,,,,0
45489,θ00145,θαμίζω,v,----------,,,,,,0
45490,θ00146,θαμινάκις,r,----------,,,,,,0
45491,θ00147,θαμινός,a,aps---mn1-,θαμινός θαμινή θαμινόν,,,,,0
45492,θ00148,θάμνα,n,n-s---fn1l,θάμνας,,,,,0
45493,θ00149,θαμνάς,n,n-s---fn3d,θαμνάδος,,,,,0
45494,θ00150,θαμνίσκος,n,n-s---mn2-,θαμνίσκου,,,,,0
45495,θ00155,θαμνῖτις,n,n-s---fn3d,θαμνίτιδος,,,,,0
45497,θ00152,θαμνομήκης,a,----------,,,,,,0
45498,θ00153,θάμνος,n,n-s---cn2-,θάμνου,,,/tʰám.nos/,,0
45499,θ00154,θαμνοφάγος,n,----------,,,,,,0
45500,θ00156,θαμνώδης,a,aps---cn3s,θαμνώδης θαμνώδης θαμνώ͂δες,,,,,0
45501,θ00157,θαμυρίζω,v,----------,,,,,,0
45502,,Θάμυρις,n,----------,,,,/tʰá.my.ris/,,0
45503,θ00158,θαμυρός,a,aps---mn1-,θαμυρός θαμυρά θαμυρόν,,,,,0
45504,θ00159,θαμύς,n,----------,,,,,,0
45505,θ00160,θανάσιμος,a,----------,,,,,,0
45506,θ00161,θανατάω,v,----------,,,,,,0
45507,θ00162,θανατηγός,a,aps---cn2-,θανατηγός θανατηγός θανατηγόν,,,,,0
45508,θ00163,θανατήριος,a,aps---cn2-,θανατήριος θανατήριος θανατήριον,,,,,0
45509,θ00165,θανατήσιμος,n,----------,,,,,,0
45510,θ00166,θανατήσιος,a,aps---cn2-,θανατήσιος θανατήσιος θανατήσιον,,,,,0
45511,θ00164,θανατηρός,a,aps---mn1-,θανατηρός θανατηρά θανατηρόν,,,,,0
45512,θ00167,θανατηφορία,n,n-s---fn1l,θανατηφορίας,,,,,0
45513,θ00168,θανατήφορος,a,aps---cn2-,θανατήφορος θανατήφορος θανατήφορον,,,,,0
45514,θ00170,θανατιάω,v,----------,,,,,,0
45515,θ00171,θανατικός,a,aps---mn1-,θανατικός θανατική θανατικόν,,,/tʰa.na.ti.kós/,,0
45516,θ00172,θανατόεις,a,aps---mn4i,θανατόεις θανατόεσσα θανατόεν,,,,,0
45518,θ00174,θάνατος,n,n-s---mn2-,θανάτου,,,/tʰá.na.tos/,,0
45519,θ00175,θανατούσια,n,n-p---nn2-,θανατουσίων,,,,,0
45520,θ00176,θανατοφόρος,a,aps---cn2-,θανατοφόρος θανατοφόρος θανατοφόρον,,,,,0
45521,θ00177,θανατόω,v,----------,,,,,,0
45522,θ00178,θανατώδης,a,aps---cn3s,θανατώδης θανατώδης θανατώ͂δες,,,,,0
45523,θ00179,θανάτωσις,n,n-s---fn3v,θανατωσέως,,,,,0
45524,θ00180,θάομαι,v,v1spid--2a,,,,,,0
45525,θ00181,θάπος,n,----------,,,,,,0
45526,θ00182,θαπτέον,a,----------,,,,,,0
45527,θ00183,θαπτήριον,n,----------,,,,,,0
45528,θ00184,θάπτω,v,----------,,,,/tʰáp.tɔː/,,0
45529,θ00185,θαραπευτής,n,----------,,,,,,0
45530,θ00186,θαραπεύω,v,----------,,,,,,0
45532,,Θαργήλια,n,n-p---nn2-,Θαργήλων,,,,,0
45533,θ00188,θάργηλος,n,n-s---mn2-,θαργήλου,,,,,0
45535,θ00190,θαρσαλέος,a,aps---mn1-,θαρσαλέος θαρσαλέα θαρσαλέον,,,,,0
45536,θ00191,θαρσαλεότης,n,n-s---fn3t,θαρσαλεότητος,,,,,0
45537,θ00192,θαρσέω,v,----------,,,,,,0
45538,θ00193,θαρσήεις,a,aps---mn4i,θαρσήεις θαρσήεσσα θαρσήεν,,,,,0
45539,θ00194,θαρσηρός,a,aps---mn1-,θαρσηρός θαρσηρά θαρσηρόν,,,,,0
45540,θ00195,θάρσησις,n,n-s---fn3v,θαρσησέως,,,,,0
45541,θ00196,θαρσητέον,v,----------,,,,,,0
45542,θ00197,θαρσητικός,a,aps---mn1-,θαρσητικός θαρσητική θαρσητικόν,,,,,0
45543,θ00198,θαρσοποιός,a,aps---cn2-,θαρσοποιός θαρσοποιός θαρσοποιόν,,,,,0
45544,θ00199,θάρσος,n,n-s---nn3v,θάρσεος,,,,,0
45545,θ00200,θαρσούντως,r,----------,,,,,,0
45546,θ00201,θάρσυνος,a,aps---cn2-,θάρσυνος θάρσυνος θάρσυνον,,,,,0
45547,θ00202,θαρσύνω,v,----------,,,,,,0
45548,,Θαρσώ,n,n-s---fn3c,Θαρσοῦς,,,,,0
45549,θ01436,θᾶσαι,n,----------,,,,,,0
45550,,Θάσιος,n,----------,,,,,,0
45551,θ01442,θᾶσσον,n,----------,,,,,,0
45552,θ00203,θάσσω,v,----------,,,,,,0
45553,θ00204,θάσσων,a,acs---cn5n,,,,/tʰǎːs.sɔːn/,,0
45554,θ00205,θατέρως,r,----------,,,,,,0
45555,θ00206,θατήρ,n,----------,,,,,,0
45556,θ00129,θαῦμα,n,n-s---nn3t,θαύματος,,,/tʰáu̯.ma/,,0
45557,θ00207,θαυμάζω,v,----------,,,,/tʰau̯.máz.dɔː/,,0
45558,θ00208,θαυμαίνω,v,----------,,,,,,0
45559,θ00209,θαύμακτρον,n,n-s---nn2-,θαυμάκτρου,,,,,0
45561,,Θαύμας,n,n-s---mn3t,Θαύμαντος,,,/tʰaú̯.maːs/,,0
45562,θ00211,θαυμάσιος,a,----------,,,,,,0
45563,θ00212,θαυμασιότης,n,n-s---fn3t,θαυμασιότητος,,,,,0
45564,θ00213,θαυμασιουργέω,v,----------,,,,,,0
45565,θ00214,θαυμασιουργία,n,n-s---fn1l,θαυμασιουργίας,,,,,0
45566,θ00215,θαυμασμός,n,n-s---mn2-,θαυμασμοῦ,,,/tʰau̯.maz.mós/,,0
45567,θ00216,θαυμαστέος,a,aps---mn1-,θαυμαστέος θαυμαστέα θαυμαστέον,,,,,0
45568,θ00217,θαυμαστής,a,aps---an--,,,,,,0
45569,θ00218,θαυμαστικός,a,aps---mn1-,θαυμαστικός θαυμαστική θαυμαστικόν,,,,,0
45570,θ00219,θαυμαστοποιός,n,----------,,,,,,0
45571,θ00220,θαυμαστός,a,aps---mn1-,θαυμαστός θαυμαστή θαυμαστόν,,,/tʰau̯.mas.tós/,,0
45572,θ00221,θαυμαστόω,v,----------,,,,,,0
45573,θ00222,θαυματίζομαι,v,----------,,,,,,0
45574,θ00223,θαυματόεις,a,aps---mn4i,θαυματόεις θαυματόεσσα θαυματόεν,,,,,0
45575,θ00224,θαυματοποιέω,v,----------,,,,,,0
45576,θ00225,θαυματοποιία,n,n-s---fn1l,θαυματοποιίας,,,,,0
45578,θ00227,θαυματοποιός,a,aps---cn2-,θαυματοποιός θαυματοποιός θαυματοποιόν,,,,,0
45579,θ00228,θαυματός,a,aps---mn1-,θαυματός θαυματή θαυματόν,,,,,0
45580,θ00229,θαυματουργέω,v,----------,,,,,,0
45581,θ00230,θαυματούργημα,n,n-s---nn3t,θαυματουργήματος,,,,,0
45582,θ00232,θαυματουργία,n,n-s---fn1l,θαυματουργίας,,,,,0
45637,θ00290,θέεινος,a,aps---mn1-,θέεινος θεείνη θέεινον,,,,,0
45584,θ00234,θαψία,n,n-s---fn1l,θαψίας,,,,,0
45585,θ00235,θάψινος,a,aps---mn1-,θάψινος θαψίνη θάψινον,,,,,0
45586,θ00236,θάψος,n,----------,,,,,,0
45587,θ00237,θάω,v,----------,,,,,,0
45588,θ00231,θαυμάτουργθε,n,----------,,,,,,0
45589,θ00243,θεά,n,n-s---fn1l,θεᾶς,,,,,0
45590,θ00242,θέα,n,n-s---fn1l,θέας,,,,,0
45591,θ00244,θεαγγελεύς,n,n-s---mn3v,θεαγγελέως,,,,,0
45592,θ00245,θέαγον,n,----------,,,,,,0
45593,θ00246,θεαγός,n,----------,,,,,,0
45594,θ00247,θεαγωγέω,v,----------,,,,,,0
45595,θ00248,θεάζω,v,----------,,,,,,0
45596,θ00249,θέαινα,n,----------,,,,,,0
45598,θ00251,θέαμα,n,n-s---nn3t,θεάματος,,,,,0
45599,θ00252,θεάμων,n,----------,,,,,,0
45600,θ00253,θεανὴ,n,----------,,,,,,0
45601,θ00254,θεάομαι,v,----------,,,,,,0
45602,θ00255,θεάρεστος,a,----------,,,,,,0
45603,θ00256,θεάριον,n,n-s---nn2-,θεαρίου,,,,,0
45604,θ00257,θεαρίς,a,----------,,,,,,0
45605,θ00258,θεαροδόκος,n,----------,,,,,,0
45606,θ00259,θεαρός,n,n-s---mn2-,θεαροῦ,,,,,0
45607,θ00260,θέασις,n,n-s---fn3v,θεασέως,,,,,0
45608,θ00261,θεαστικός,a,aps---mn1-,θεαστικός θεαστική θεαστικόν,,,,,0
45609,θ00262,θεατέον,v,----------,,,,,,0
45610,θ00263,θεατής,n,n-s---mn1e,θεατού,,,/tʰe.aː.tɛ̌ːs/,,0
45611,θ00264,θεατικός,a,aps---mn1-,θεατικός θεατική θεατικόν,,,,,0
45612,θ00265,θεατός,a,aps---mn1-,θεατός θεατή θεατόν,,,,,0
45613,θ00266,θεατρεῖον,n,n-s---nn2-,θεατρείου,,,,,0
45614,θ00267,θεάτρια,n,n-s---fn1s,θεάτριας,,,,,0
45615,θ00268,θεατρίδιον,n,n-s---nn2-,θεατριδίου,,,,,0
45616,θ00269,θεατρίζω,v,----------,,,,,,0
45617,θ00270,θεατρικός,a,aps---mn1-,θεατρικός θεατρική θεατρικόν,,,,,0
45618,θ00271,θεατρισμός,n,----------,,,,,,0
45619,θ00272,θεατριστής,n,n-s---mn1e,θεατριστού,,,,,0
45621,θ00275,θεατροκόπος,a,aps---cn2-,θεατροκόπος θεατροκόπος θεατροκόπον,,,,,0
45622,θ00274,θεατροκοπία,n,n-s---fn1l,θεατροκοπίας,,,,,0
45623,θ00276,θεατροκορασία,n,----------,,,,,,0
45624,θ00277,θεατροκρατία,n,n-s---fn1l,θεατροκρατίας,,,/tʰe.aː.tro.kra.tí.aː/,,0
45625,θ00278,θεατροκυνηγέσιον,n,n-s---nn2-,θεατροκυνηγεσίου,,,,,0
45626,θ00279,θεατρομανέω,v,----------,,,,,,0
45627,θ00280,θεατρόμορφος,a,aps---cn2-,θεατρόμορφος θεατρόμορφος θεατρόμορφον,,,,,0
45628,θ00281,θέατρον,n,n-s---nn2-,θεάτρου,,,/tʰé.aː.tron/,,0
45629,θ00282,θεατροποιός,a,aps---cn2-,θεατροποιός θεατροποιός θεατροποιόν,,,,,0
45630,θ00283,θεατροπώλης,n,n-s---mn1e,θεατροπώλου,,,,,0
45631,θ00284,θεατροτορύνη,n,n-s---fn1e,θεατροτορύνης,,,,,0
45632,θ00285,θεατρώδης,a,aps---cn3s,θεατρώδης θεατρώδης θεατρώ͂δες,,,,,0
45633,θ00286,θεατρώνης,n,n-s---mn1e,θεατρώνου,,,,,0
45634,θ00287,θεάφιον,n,n-s---nn2-,θεαφίου,,,,,0
45635,θ00288,θεάω,v,----------,,,,,,0
45636,θ00289,θεειδής,a,aps---cn5s,θεειδής θεειδής θεειδές,,,,,0
45638,θ00291,θέειον,n,----------,,,,,,0
45640,θ00293,θεηγορέω,v,----------,,,,,,0
45641,θ00294,θεηγόρος,n,n-s---mn2-,θεηγόρου,,,,,0
45643,θ00296,θεήϊος,a,aps---mn1-,θεήϊος θεηΐη θεήϊον,,,,,0
45644,θ00297,θεηκολέω,v,----------,,,,,,0
45645,θ00298,θεηκολεών,n,n-s---mn3n,θεηκολεῶνος,,,,,0
45646,θ00299,θεήκολος,a,aps---cn2-,θεήκολος θεήκολος θεήκολον,,,,,0
45647,θ00300,θεηκόρος,n,n-s---mn2-,θεηκόρου,,,,,0
45648,θ00301,θεηλασία,n,n-s---fn1l,θεηλασίας,,,,,0
45649,θ00302,θεηλατέομαι,v,----------,,,,,,0
45650,θ00303,θεήλατος,a,aps---cn2-,θεήλατος θεήλατος θεήλατον,,,,,0
45651,θ00304,θέημα,n,n-s---nn3t,θεήματος,,,,,0
45652,θ00305,θεημάχος,n,----------,,,,,,0
45653,θ00306,θεημοσύνη,n,n-s---fn1e,θεημοσύνης,,,,,0
45654,θ00307,θεήμων,n,----------,,,,,,0
45655,θ00308,θεηπολέω,v,----------,,,,,,0
45656,θ00309,θεητής,n,----------,,,,,,0
45657,θ00310,θέθμιον,n,n-s---nn2-,θεθμίου,,,,,0
45658,θ00311,θεία,n,n-s---fn1l,θείας,,,/tʰěː.aː/,,0
45659,θ00312,θειάζω,v,----------,,,,/tʰeː.áz.dɔː/,,0
45660,θ00313,θειασμός,n,----------,,,,,,0
45661,θ00314,θειαστής,n,n-s---mn1e,θειαστού,,,,,0
45663,θ00316,θειάφιον,n,n-s---nn2-,θειαφίου,,,,,0
45664,,Θείβαθεν,r,----------,,,,,,0
45665,θ00317,θείκελος,n,----------,,,,,,0
45666,θ00318,θεϊκός,a,aps---mn1-,θεϊκός θεϊκή θεϊκόν,,,/tʰe.i.kós/,,0
45667,θ00319,θειλοπεδεύω,v,----------,,,,,,0
45668,θ00320,θειλόπεδον,n,n-s---nn2-,θειλοπέδου,,,,,0
45669,,Θειλούθιος,n,n-s---mn2-,Θειλουθίου,,,,,0
45670,θ00390,θεῖμεν,n,----------,,,,,,0
45671,θ00418,θεῖναι,n,----------,,,,,,0
45672,θ00321,θεινίον,n,----------,,,,,,0
45673,θ00322,θεϊνός,a,aps---mn1-,θεϊνός θεϊνή θεϊνόν,,,,,0
45674,θ00323,θείνω,v,----------,,,,/tʰěː.nɔː/,,0
45675,θ00324,θειογενής,a,aps---cn5s,θειογενής θειογενής θειογενές,,,,,0
45676,θ00325,θειοδάμη,n,n-s---fn1e,θειοδάμης,,,,,0
45677,θ00326,θειόδμητος,a,aps---cn2-,θειόδμητος θειόδμητος θειόδμητον,,,,,0
45678,θ00327,θειόδομος,a,aps---cn2-,θειόδομος θειόδομος θειόδομον,,,,,0
45679,θ00328,θειόθεν,r,----------,,,,,,0
45680,θ00329,θειολόγος,n,n-s---mn2-,θειολόγου,,,,,0
45681,θ00330,θείομεν,n,----------,,,,,,0
45682,θ00522,θεῖον,n,----------,,,,,,0
45683,θ00521,θεῖον,n,n-s---nn2-,θείου,,,,,0
45685,θ00332,θειοπόλος,n,n-s---mn2-,θειοπόλου,,,,,0
45686,θ00333,θειοπρόπος,n,n-s---mn2-,θειοπρόπου,,,,,0
45687,θ00569,θεῖος,a,aps---mn1-,θεῖος θεῖα θεῖον,,aps---cn2-=θεῖος aps---cn2-=θεῖος aps---nn2-=θεῖον,,,0
45688,θ00570,θεῖος,n,n-s---mn2-,θείου,,,,,0
45689,θ00334,θειόστεπτος,n,----------,,,,,,0
45690,θ00335,θειότης,n,n-s---fn3t,θειότητος,,,,,0
45691,θ00336,θειοφανής,a,aps---cn5s,θειοφανής θειοφανής θειοφανές,,,,,0
45692,θ00337,θειόχροος,a,aps---cn2-,θειόχροος θειόχροος θειόχροον,,θειόχρους θειόχρους θειόχρουν,,,0
45693,θ00338,θειόω,v,----------,,,,,,0
45694,θ00339,θείω,v,----------,,,,,,0
45697,θ00342,θελγεσίμυθος,n,----------,,,,,,0
45698,θ00343,θέλγητρον,n,n-s---nn2-,θελγήτρου,,,,,0
45699,,Θελγῖνες,n,----------,,,,,,0
45700,θ00344,θέλγμα,n,n-s---nn3t,θέλγματος,,,,,0
45701,θ00345,θέλγω,v,----------,,,,,,0
45702,θ00346,θελεμός,r,----------,,,,,,0
45703,θ00347,θέλεος,a,aps---cn2-,θέλεος θέλεος θέλεον,,,,,0
45704,θ00348,θέλημα,n,n-s---nn3d,θελήματος,,,/tʰé.lɛː.ma/,,0
45705,θ00349,θεληματικός,a,aps---mn1-,θεληματικός θεληματική θεληματικόν,,,,,0
45706,θ00350,θελημάτιον,n,n-s---nn2-,θεληματίου,,,,,0
45707,θ00351,θελημός,a,aps---cn2-,θελημός θελημός θελημόν,,,,,0
45708,θ00352,θελημοσύνη,n,n-s---fn1e,θελημοσύνης,,,,,0
45709,θ00353,θελήμων,a,aps---cn3n,θελήμων θελήμων θελήμον,,,,,0
45710,θ00354,θέλησις,n,n-s---fn3v,θελησέως,,,,,0
45711,θ00355,θελητής,n,n-s---mn1e,θελητού,,,,,0
45712,θ00356,θελητός,a,aps---mn1-,θελητός θελητή θελητόν,,,,,0
45713,θ00357,θέλκταρ,n,----------,,,,,,0
45714,θ00358,θελκτήρ,n,n-s---mn3r,θελκτῆρος,,,,,0
45715,θ00359,θελκτήριον,n,n-s---nn2-,θελκτηρίου,,,,,0
45717,θ00361,θελκτικός,a,aps---mn1-,θελκτικός θελκτική θελκτικόν,,,,,0
45718,θ00362,θέλκτρον,n,n-s---nn2-,θέλκτρου,,,,,0
45719,θ00363,θέλκτωρ,n,----------,,,,,,0
45720,θ00364,θελξιεπής,a,aps---cn5s,θελξιεπής θελξιεπής θελξιεπές,,,,,0
45721,θ00365,θελξίμβροτος,a,aps---cn2-,θελξίμβροτος θελξίμβροτος θελξίμβροτον,,,,,0
