φ01352,φιλοπροσηγορία,n,n-s---fn1l,φιλοπροσηγορίας,φιλοπροσηγορία,0
108073,φ02468,φύλαξ,n,n-s---mn3v,φύλακος,φύλαξ,0
108075,φ02470,φύλαξις,n,n-s---fn3v,φυλαξέως,φύλαξις,0
108076,φ02471,φυλαρχέω,v,----------,,φυλαρχέω,0
108077,φ02472,φυλάρχης,n,n-s---mn1e,φυλάρχου,φυλάρχης,0
108078,φ02473,φυλαρχία,n,n-s---fn1l,φυλαρχίας,φυλαρχία,0
108079,φ02474,φύλαρχος,n,n-s---mn2-,φυλάρχου,φύλαρχος,0
108080,φ02475,φυλάσιος,n,n-s---mn2-,φυλασίου,φυλάσιος,0
108081,φ02476,φυλάσσω,v,----------,,φυλάσσω,0
108082,φ02477,φυλετεύω,v,----------,,φυλετεύω,0
108083,φ02478,φυλέτης,n,n-s---mn1e,φυλέτου,φυλέτης,0
108085,φ02480,φυλή,n,n-s---fn1e,φυλῆς,φυλή,0
108086,φ02481,φυληρις,n,----------,,φυληρις,0
108088,φ02483,φύλιος,a,aps---mn1-,φύλιος φύλια φύλιον,φύλιος,0
108089,φ02484,φυλλάζω,v,----------,,φυλλάζω,0
108090,φ02485,φυλλάκανθος,a,aps---cn2-,φυλλάκανθος φυλλάκανθος φυλλάκανθον,φυλλάκανθος,0
108091,φ02486,φυλλάμπελον,n,n-s---nn2-,φυλλαμπέλου,φυλλάμπελον,0
108093,φ02488,φυλλανθές,n,----------,,φυλλανθές,0
108094,φ02489,φυλλάριον,n,n-s---nn2-,φυλλαρίου,φυλλάριον,0
108095,φ02490,φυλλάς,a,----------,,φυλλάς,0
108097,φ02492,φυλλία,n,----------,,φυλλία,0
108098,φ02493,φυλλιάω,v,----------,,φυλλιάω,0
108099,φ02494,φυλλίζω,v,----------,,φυλλίζω,0
108100,φ02495,φυλλικός,a,aps---mn1-,φυλλικός φυλλική φυλλικόν,φυλλικός,0
108101,φ02496,φυλλίνης,n,n-s---mn1e,φυλλίνου,φυλλίνης,0
108102,φ02497,φύλλινος,a,aps---mn1-,φύλλινος φυλλίνη φύλλινον,φύλλινος,0
108103,φ02498,φύλλιον,n,n-s---nn2-,φυλλίου,φύλλιον,0
108104,φ02499,φυλλίς,n,n-s---fn3d,φυλλίδος,φυλλίς,0
108105,φ02528,φυλλῖτις,n,n-s---fn3d,φυλλίτιδος,φυλλῖτις,0
108107,φ02501,φυλλοβολέω,v,----------,,φυλλοβολέω,0
108108,φ02502,φυλλοβολία,n,n-s---fn1l,φυλλοβολίας,φυλλοβολία,0
108111,φ02505,φυλλοκόπος,n,----------,,φυλλοκόπος,0
108112,φ02506,φυλλοκρίνω,v,----------,,φυλλοκρίνω,0
108113,φ02507,φυλλολογέω,v,----------,,φυλλολογέω,0
108114,φ02508,φυλλολογία,n,n-s---fn1l,φυλλολογίας,φυλλολογία,0
108115,φ02509,φυλλολόγος,n,n-s---mn2-,φυλλολόγου,φυλλολόγος,0
108116,φ02510,φυλλομανέω,v,----------,,φυλλομανέω,0
108117,φ02511,φυλλομανής,a,aps---cn5s,φυλλομανής φυλλομανής φυλλομανές,φυλλομανής,0
108118,φ02512,φύλλον,n,n-s---nn2-,φύλλου,φύλλον,0
108120,φ02514,φυλλορροέω,v,----------,,φυλλορροέω,0
108121,φ02515,φυλλόρροια,n,n-s---fn1s,φυλλόρροιας,φυλλόρροια,0
108123,φ02517,φυλλοστάφυλον,n,n-s---nn2-,φυλλοσταφύλου,φυλλοστάφυλον,0
108126,φ02520,φυλλοτόμος,a,aps---cn2-,φυλλοτόμος φυλλοτόμος φυλλοτόμον,φυλλοτόμος,0
108127,φ02521,φυλλοτρώξ,n,----------,,φυλλοτρώξ,0
108128,φ02522,φυλλοφορέω,v,----------,,φυλλοφορέω,0
108130,φ02524,φυλλοφυέω,v,----------,,φυλλοφυέω,0
108131,φ02525,φυλλοχοέω,v,----------,,φυλλοχοέω,0
108132,φ02526,φυλλοχόος,a,aps---cn2-,φυλλοχόος φυλλοχόος φυλλοχόον,φυλλοχόος,0
108133,φ02527,φυλλόω,v,----------,,φυλλόω,0
108134,φ02529,φυλλώδης,a,aps---cn3s,φυλλώδης φυλλώδης φυλλώ͂δες,φυλλώδης,0
108135,φ02530,φύλλωμα,n,n-s---nn3t,φυλλώματος,φύλλωμα,0
108136,φ02531,φυλοβασιλεύς,n,n-s---mn3v,φυλοβασιλέως,φυλοβασιλεύς,0
108138,φ02533,φυλοκρινέω,v,----------,,φυλοκρινέω,0
108139,φ01756,φῦλον,n,n-s---nn2-,φύλου,φῦλον,0
108140,φ02534,φύλοπις,n,----------,,φύλοπις,0
108141,φ02535,φυλώδης,a,aps---cn3s,φυλώδης φυλώδης φυλώ͂δες,φυλώδης,0
108142,φ01802,φῦμα,n,n-s---nn3t,φύματος,φῦμα,0
108143,φ02536,φυματίας,n,n-s---mn1a,φυματίου,φυματίας,0
108144,φ02537,φυμάτιον,n,n-s---nn2-,φυματίου,φυμάτιον,0
108145,φ02538,φυματόομαι,v,----------,,φυματόομαι,0
108147,φ01805,φῦν,n,----------,,φῦν,0
108148,φ02541,φύξ,n,----------,,φύξ,0
108151,φ02544,φύξηλις,n,----------,,φύξηλις,0
108152,φ02545,φυξίμηλα,n,n-p---nn2-,φυξιμήλων,φυξίμηλα,0
108153,φ02546,φύξιμος,a,aps---cn2-,φύξιμος φύξιμος φύξιμον,φύξιμος,0
108154,φ02547,φύξιον,n,n-s---nn2-,φυξίου,φύξιον,0
108155,φ02548,φύξιος,a,aps---cn2-,φύξιος φύξιος φύξιον,φύξιος,0
108156,φ02549,φυξίπολις,n,----------,,φυξίπολις,0
108157,φ02550,φύξις,n,n-s---fn3v,φύξεως,φύξις,0
108158,φ02551,φύος,n,----------,,φύος,0
108161,φ02554,φύραμα,n,n-s---nn3t,φυράματος,φύραμα,0
108162,φ02555,φυραματικά,n,n-p---nn2-,φυραματικῶν,φυραματικά,0
108163,φ02556,φύρασις,n,----------,,φύρασις,0
108164,φ02557,φυρατέον,n,----------,,φυρατέον,0
108165,φ02558,φυρατής,n,n-s---mn1e,φυρατού,φυρατής,0
108167,φ02560,φυράω,v,----------,,φυράω,0
108169,φ02562,φύρκος,n,----------,,φύρκος,0
108170,φ02563,φύρμα,n,n-s---nn3t,φύρματος,φύρμα,0
108171,φ02564,φυρμός,n,----------,,φυρμός,0
108174,φ02567,φύρσιμος,a,aps---cn2-,φύρσιμος φύρσιμος φύρσιμον,φύρσιμος,0
108175,φ02568,φύρσις,n,n-s---fn3v,φύρσεως,φύρσις,0
108176,φ02569,φυρτήτης,a,aps---mn1-,φυρτήτης φυρτήτή φυρτήτόν,φυρτήτης,0
108177,φ02570,φύρω,v,----------,,φύρω,0
108178,φ02571,φύς,n,----------,,φύς,0
108179,φ02360,φῦσα,n,----------,,φῦσα,0
108180,φ02572,φυσάδεια,r,----------,,φυσάδεια,0
108182,φ02574,φυσαλλίς,n,n-s---fn3d,φυσαλλίδος,φυσαλλίς,0
108183,φ02575,φύσαλος,n,n-s---mn2-,φυσάλου,φύσαλος,0
108185,φ02577,φυσάριον,n,n-s---nn2-,φυσαρίου,φυσάριον,0
108186,φ02578,φυσασμός,n,----------,,φυσασμός,0
108187,φ02579,φυσατήριον,n,----------,,φυσατήριον,0
108188,φ02580,φυσάω,v,v1spia--2a,,φυσάω,0
108189,φ02581,φυσέχη,n,n-s---fn1e,φυσέχης,φυσέχη,0
108190,φ02582,φυσέων,n,----------,,φυσέων,0
108191,φ02583,φυσηλάται,n,----------,,φυσηλάται,0
108193,φ02585,φυσημάτιον,n,n-s---nn2-,φυσηματίου,φυσημάτιον,0
108194,φ02586,φύσησις,n,n-s---fn3v,φυσησέως,φύσησις,0
108195,φ02587,φυσητέον,n,----------,,φυσητέον,0
108196,φ02588,φυσητήρ,n,n-s---mn3r,φυσητῆρος,φυσητήρ,0
108200,φ02592,φυσητός,a,aps---mn1-,φυσητός φυσητή φυσητόν,φυσητός,0
108201,φ02593,φυσήτωρ,n,n-s---mn3r,φυσήτορος,φυσήτωρ,0
108202,φ02594,φυσήφρων,n,----------,,φυσήφρων,0
108204,φ02596,φυσιασμός,n,----------,,φυσιασμός,0
108205,φ02597,φυσιάω,v,----------,,φυσιάω,0
108206,φ02598,φυσίγγη,n,n-s---fn1e,φυσίγγης,φυσίγγη,0
108207,φ02599,φυσιγγιστής,n,n-s---mn1e,φυσιγγιστού,φυσιγγιστής,0
108208,φ02600,φυσιγγόομαι,v,----------,,φυσιγγόομαι,0
108211,φ02361,φῦσιγξ,n,n-s---fn3e,φύσιγγος,φῦσιγξ,0
108212,φ02603,φυσίζοος,a,aps---cn2-,φυσίζοος φυσίζοος φυσίζοον,φυσίζοος,0
108213,φ02604,φυσίζῳος,a,aps---cn2-,φυσίζῳος φυσίζῳος φυσίζῳον,φυσίζῳος,0
108214,φ02605,φυσίκευμα,n,n-s---nn3t,φυσικεύματος,φυσίκευμα,0
108215,φ02606,φυσικεύομαι,v,----------,,φυσικεύομαι,0
108216,φ02607,φυσίκιλλος,n,n-s---mn2-,φυσικίλλου,φυσίκιλλος,0
108218,φ02609,φυσικός,a,aps---mn1-,φυσικός φυσική φυσικόν,φυσικός,0
108220,φ02611,φυσιογνωμία,n,n-s---fn1l,φυσιογνωμίας,φυσιογνωμία,0
108221,φ02612,φυσιογνωμονέω,v,----------,,φυσιογνωμονέω,0
108224,φ02615,φυσιογνωμοσύνη,n,n-s---fn1e,φυσιογνωμοσύνης,φυσιογνωμοσύνη,0
108226,φ02617,φυσιολογέω,v,----------,,φυσιολογέω,0
108227,φ02618,φυσιολόγημα,n,n-s---nn3t,φυσιολογήματος,φυσιολόγημα,0
108228,φ02619,φυσιολογητέον,n,----------,,φυσιολογητέον,0
108229,φ02620,φυσιολογία,n,n-s---fn1l,φυσιολογίας,φυσιολογία,0
108230,φ02621,φυσιολογικός,a,aps---mn1-,φυσιολογικός φυσιολογική φυσιολογικόν,φυσιολογικός,0
108231,φ02622,φυσιόλογος,n,n-s---mn2-,φυσιολόγου,φυσιόλογος,0
108232,φ02623,φυσιοποιέω,v,----------,,φυσιοποιέω,0
108233,φ02624,φυσιόω,n,----------,,φυσιόω,0
108234,φ02625,φυσιόω,n,----------,,φυσιόω,0
108235,φ02626,φύσις,n,n-s---fn3v,φύσεως,φύσις,0
108236,φ02627,φυσίωμα,n,n-s---nn3t,φυσιώματος,φυσίωμα,0
108237,φ02628,φυσίωσις,n,----------,,φυσίωσις,0
108239,φ02630,φύσκη,n,n-s---fn1e,φύσκης,φύσκη,0
108240,φ02631,φυσκία,n,----------,,φυσκία,0
108242,φ02633,φύσκος,n,n-s---mn2-,φύσκου,φύσκος,0
108243,φ02634,φύσκων,n,n-s---mn3n,φύσκῶνος,φύσκων,0
108244,φ02635,φυσόβαθρον,n,n-s---nn2-,φυσοβάθρου,φυσόβαθρον,0
108246,φ02637,φυσόομαι,v,----------,,φυσόομαι,0
108247,φ02638,φύσσα,n,----------,,φύσσα,0
108248,φ02639,φυστή,n,----------,,φυστή,0
108249,φ02640,φύστις,n,----------,,φύστις,0
108250,φ02641,φυσώ,n,n-s---fn3c,φυσοῦς,φυσώ,0
108251,φ02642,φυσώδης,a,aps---cn3s,φυσώδης φυσώδης φυσώ͂δες,φυσώδης,0
108252,φ02643,φυταγωγέω,v,----------,,φυταγωγέω,0
108253,φ02644,φυταλιά,n,n-s---fn1l,φυταλιᾶς,φυταλιά,0
108254,φ02645,φυταλίζω,v,----------,,φυταλίζω,0
108257,φ02648,φυταρίδιον,n,n-s---nn2-,φυταριδίου,φυταρίδιον,0
108258,φ02649,φυτάριον,n,n-s---nn2-,φυταρίου,φυτάριον,0
108259,φ02650,φυτάς,n,n-s---fn3d,φυτάδος,φυτάς,0
108260,φ02651,φυτεία,n,n-s---fn1l,φυτείας,φυτεία,0
108262,φ02653,φύτευμα,n,n-s---nn3t,φυτεύματος,φύτευμα,0
108263,φ02654,φυτεύσιμος,a,aps---cn2-,φυτεύσιμος φυτεύσιμος φυτεύσιμον,φυτεύσιμος,0
108264,φ02655,φύτευσις,n,n-s---fn3v,φυτευσέως,φύτευσις,0
108265,φ02656,φυτευτέον,n,----------,,φυτευτέον,0
108267,φ02658,φυτευτής,n,n-s---mn1e,φυτευτού,φυτευτής,0
108268,φ02659,φυτευτικός,a,aps---mn1-,φυτευτικός φυτευτική φυτευτικόν,φυτευτικός,0
108269,φ02660,φυτευτός,a,aps---mn1-,φυτευτός φυτευτή φυτευτόν,φυτευτός,0
108272,φ02663,φυτηκομία,n,n-s---fn1l,φυτηκομίας,φυτηκομία,0
108273,φ02664,φυτήκομος,n,n-s---mn2-,φυτηκόμου,φυτήκομος,0
108277,φ02668,φύτλη,n,n-s---fn1e,φύτλης,φύτλη,0
108278,φ02669,φύτλον,n,n-s---nn2-,φύτλου,φύτλον,0
108279,φ02670,φυτοβασίλειον,n,n-s---nn2-,φυτοβασιλείου,φυτοβασίλειον,0
108280,φ02671,φυτοειδῶς,r,----------,,φυτοειδῶς,0
108282,φ02673,φυτοκομέω,v,----------,,φυτοκομέω,0
108283,φ02674,φυτοκόμια,n,n-s---fn1s,φυτοκόμιας,φυτοκόμια,0
108284,φ02675,φυτόν,n,n-s---nn2-,φυτοῦ,φυτόν,0
108285,φ02676,φυτόομαι,v,----------,,φυτόομαι,0
108286,φ02677,φυτός,a,aps---mn1-,φυτός φυτή φυτόν,φυτός,0
108289,φ02680,φυτοσπορία,n,n-s---fn1l,φυτοσπορίας,φυτοσπορία,0
108290,φ02681,φυτόσπορος,a,aps---cn2-,φυτόσπορος φυτόσπορος φυτόσπορον,φυτόσπορος,0
108291,φ02682,φυτοτροφέομαι,v,----------,,φυτοτροφέομαι,0
108292,φ02683,φυτοτροφία,n,n-s---fn1l,φυτοτροφίας,φυτοτροφία,0
108294,φ02685,φυτουργεῖον,n,n-s---nn2-,φυτουργείου,φυτουργεῖον,0
108295,φ02686,φυτουργέω,v,----------,,φυτουργέω,0
108296,φ02687,φυτούργημα,n,n-s---nn3t,φυτουργήματος,φυτούργημα,0
108297,φ02688,φυτουργία,n,n-s---fn1l,φυτουργίας,φυτουργία,0
108298,φ02689,φυτουργικός,a,aps---mn1-,φυτουργικός φυτουργική φυτουργικόν,φυτουργικός,0
108299,φ02690,φυτουργός,a,aps---cn2-,φυτουργός φυτουργός φυτουργόν,φυτουργός,0
108300,φ02691,φυτούριον,n,n-s---nn2-,φυτουρίου,φυτούριον,0
108301,φ02692,φυτοφόρος,a,aps---cn2-,φυτοφόρος φυτοφόρος φυτοφόρον,φυτοφόρος,0
108302,φ02693,φυτοφύλαξ,n,n-s---mn3e,φυτοφύλακος,φυτοφύλαξ,0
108303,φ02694,φύτρα,n,n-s---fn1l,φύτρας,φύτρα,0
108305,φ02696,φυτών,n,n-s---mn3n,φυτῶνος,φυτών,0
108307,φ02698,φύτωρ,n,n-s---mn3r,φύτορος,φύτωρ,0
108309,φ02700,φύω,v,----------,,φύω,0
108310,φ00003,φῷ,n,----------,,φῷ,0
108311,φ02701,φώγανον,n,n-s---nn2-,φωγάνου,φώγανον,0
108312,φ02702,φώγω,v,----------,,φώγω,0
108313,φ02703,φωί̈ς,n,----------,,φωί̈ς,0
108314,φ02704,φώκαια,n,n-s---fn1l,φωκαίας,φώκαια,0
108315,φ02705,φώκαινα,n,n-s---fn1s,φώκαινας,φώκαινα,0
108316,φ02706,φωκαρχέω,v,----------,,φωκαρχέω,0
108317,φ02707,φωκάρχης,n,n-s---mn1e,φωκάρχου,φωκάρχης,0
108319,φ02709,φωκεύς,n,----------,,φωκεύς,0
108320,φ02710,φώκη,n,n-s---fn1e,φώκης,φώκη,0
108321,φ02711,φωκίς,n,n-s---fn3d,φωκίδος,φωκίς,0
108322,φ02712,φωκίων,n,n-s---mn3n,φωκίονος,φωκίων,0
108324,φ02714,φωλάζω,v,----------,,φωλάζω,0
108327,φ02717,φωλεία,n,n-s---fn1l,φωλείας,φωλεία,0
108328,φ02718,φωλεός,n,n-s---mn2-,,φωλεός,0
108330,φ02720,φωλευτέον,n,----------,,φωλευτέον,0
108331,φ02721,φωλεύω,v,----------,,φωλεύω,0
108332,φ02722,φωλέω,v,----------,,φωλέω,0
108334,φ02724,φωλητήρ,n,n-s---mn3r,φωλητῆρος,φωλητήρ,0
108335,φ02725,φωλητήριον,n,n-s---nn2-,φωλητηρίου,φωλητήριον,0
108336,φ02726,φωλία,n,n-s---fn1l,φωλίας,φωλία,0
108337,φ02727,φωλίον,n,n-s---nn2-,φωλίου,φωλίον,0
108338,φ02728,φωλίς,n,n-s---fn3d,φωλίδος,φωλίς,0
108339,φ02729,φωνάεις,a,aps---mn4i,,φωνάεις,0
108340,φ02730,φωνάριον,n,n-s---nn2-,φωναρίου,φωνάριον,0
108341,φ02731,φωνασκέω,v,----------,,φωνασκέω,0
108345,φ02735,φωνασκός,n,----------,,φωνασκός,0
108346,φ02736,φωναστικοὶ,n,----------,,φωναστικοὶ,0
108347,φ02737,φωνέω,v,----------,,φωνέω,0
108348,φ02738,φωνή,n,n-s---fn1e,φωνῆς,φωνή,0
108349,φ02739,φωνήεις,a,aps---mn4i,φωνήεις φωνήεσσα φωνῆεν,φωνήεις,0
108350,φ02740,φώνημα,n,n-s---nn3t,φωνήματος,φώνημα,0
108351,φ02741,φώνησις,n,n-s---fn3v,φωνησέως,φώνησις,0
