id,type,source,target
93471,\,56387,56386
93472,\,56469,56513
93473,\,56487,56513
93474,\,56544,56546
93475,\,56545,56546
93476,\,56547,56546
93477,\,56551,56560
93478,\,56552,56560
93479,\,56553,56560
93480,\,56554,56560
93481,\,56556,56560
93482,\,56557,56560
93483,\,56558,56560
93484,\,56559,56560
93485,\,56551,55681
93486,\,56552,55681
93487,\,56553,55681
93488,\,56554,55681
93489,\,56556,55681
93490,\,56558,55681
93491,\,56559,55681
93492,\,57517,57519
93493,\,57521,57519
93494,\,57516,57519
93495,\,57518,57519
93496,\,57530,57534
93497,\,57529,57534
93498,\,57526,57534
93499,\,57537,57534
93500,\,57538,57534
93501,\,57547,57566
93502,\,57547,57672
93503,\,57759,57766
93504,\,57760,57766
93505,\,57761,57766
93506,\,57763,57766
93507,\,58067,58059
93508,\,58115,111960
93509,\,2905,54237
93510,\,58132,111960
93511,\,58189,58190
93512,\,57905,58237
93513,\,57890,58237
93514,\,57938,58237
93515,\,57941,58237
93516,\,57955,58237
93517,\,57959,58237
93518,\,58260,58258
93519,\,58267,58266
93520,\,58269,58266
93521,\,58268,58266
93522,\,58345,58343
93523,\,58346,58343
93524,\,58347,58343
93525,\,58348,58343
93526,\,58349,58343
93527,\,58387,58388
93528,\,58403,58408
93529,\,58402,58408
93530,\,58404,58408
93531,\,58405,58408
93532,\,58406,58408
93533,\,58440,58447
93534,\,58439,58447
93535,\,58443,58447
93536,\,58446,58447
93537,\,58449,58447
93538,\,58440,49497
93539,\,58439,49497
93540,\,58443,49497
93541,\,58445,49497
93542,\,58446,49497
93543,\,58449,49497
93544,\,49210,49209
93545,\,49211,49209
93546,\,49212,49209
93547,\,49504,49509
93548,\,49519,49509
93549,\,49520,49509
93550,\,49517,49509
93551,\,49658,49654
93552,\,49659,49654
93553,\,49660,49654
93554,\,49663,49654
93555,\,49658,49679
93556,\,49659,49679
93557,\,49660,49679
93558,\,49662,49679
93559,\,49663,49679
93560,\,49658,49891
93561,\,49659,49891
93562,\,49660,49891
93563,\,49662,49891
93564,\,49663,49891
93565,\,49658,49949
93566,\,49659,49949
93567,\,49660,49949
93568,\,49662,49949
93569,\,49663,49949
93570,\,50306,50307
93571,\,50308,50307
93572,\,50540,50554
93573,\,50542,50554
93574,\,110349,50844
93575,\,110349,50843
93576,\,50980,50981
93577,\,50982,50981
93578,\,51004,51008
93579,\,51005,51008
93580,\,51006,51008
93581,\,51007,51008
93582,\,51009,51008
93583,\,51010,51008
93584,\,51004,51054
93585,\,51005,51054
93586,\,51006,51054
93587,\,51007,51054
93588,\,51009,51054
93589,\,51010,51054
93590,\,53270,53271
93591,\,51431,51432
93592,\,52678,52677
93593,\,28501,53452
93594,\,37541,53452
93595,\,79081,53452
93596,\,83970,53452
93597,\,93611,53452
93598,\,95724,53452
93599,\,49521,49510
93600,\,49511,49510
93601,\,53735,53734
93602,\,53736,53734
93603,\,53795,53796
93604,\,53957,53914
93605,\,111968,53914
93606,\,54252,53914
93607,\,6219,54071
93608,\,30350,54071
93609,\,58123,111960
93610,\,56812,54071
93611,\,56860,54071
93612,\,63445,54071
93613,\,75529,54071
93614,\,77823,54071
93615,\,93509,54071
93616,\,93635,54071
93617,\,54048,54051
93618,\,54048,54066
93619,\,54048,54093
93620,\,54166,54171
93621,\,54165,54171
93622,\,54168,54171
93623,\,54172,54171
93624,\,54174,54171
93625,\,74518,54171
93626,\,54166,54245
93627,\,54165,54245
93628,\,54168,54245
93629,\,54172,54245
93630,\,54174,54245
93631,\,74518,54245
93632,\,2935,54291
93633,\,12098,54291
93634,\,54301,54291
93635,\,54374,54376
93636,\,54405,54407
93637,\,54421,54419
93638,\,54422,54419
93639,\,54479,54514
93640,\,6229,54601
93641,\,9408,54601
93642,\,12110,54601
93643,\,23415,54601
93644,\,28557,54601
93645,\,29627,54601
93646,\,30358,54601
93647,\,37605,54601
93648,\,51528,54601
93649,\,54528,54601
93650,\,54545,54601
93651,\,54550,54601
93652,\,83996,54601
93653,\,85790,54601
93654,\,54601,54604
93655,\,54600,54604
93656,\,54599,54604
93657,\,54601,54622
93658,\,54600,54622
93659,\,54599,54622
93660,\,54712,54711
93661,\,54713,54711
93662,\,54744,54743
93663,\,54745,54743
93664,\,54746,54743
93665,\,54800,54802
93666,\,54801,54802
93667,\,54803,54802
93668,\,54804,54802
93669,\,54805,54802
93670,\,54806,54802
93671,\,54807,54802
93672,\,54809,54802
93673,\,54810,54802
93674,\,54964,54965
93675,\,55019,55047
93676,\,55036,55047
93677,\,55035,55047
93678,\,55041,55047
93679,\,55019,55055
93680,\,55036,55055
93681,\,55035,55055
93682,\,55041,55055
93683,\,55173,55154
93684,\,55174,55154
93685,\,55175,55154
93686,\,55182,55179
93687,\,6264,55215
93688,\,9420,55215
93689,\,12153,55215
93690,\,28594,55215
93691,\,30390,55215
93692,\,37652,55215
93693,\,51562,55215
93694,\,63464,55215
93695,\,75532,55215
93696,\,77855,55215
93697,\,83873,55215
93698,\,84754,55215
93699,\,85807,55215
93700,\,93514,55215
93701,\,104123,55215
93702,\,6264,55273
93703,\,9420,55273
93704,\,12153,55273
93705,\,23435,55273
93706,\,28594,55273
93707,\,30390,55273
93708,\,51562,55273
93709,\,51509,54071
93710,\,77855,55273
93711,\,83873,55273
93712,\,84754,55273
93713,\,85807,55273
93714,\,93514,55273
93715,\,104123,55273
93716,\,15105,55336
93717,\,57766,55336
93718,\,55040,55021
93719,\,55039,55021
93720,\,55038,55021
93721,\,55013,55016
93722,\,55014,55016
93723,\,55015,55016
93724,\,55017,55016
93725,\,55169,55167
93726,\,55168,55167
93727,\,55300,55301
93728,\,55160,55172
93729,\,55161,55172
93730,\,55159,55172
93731,\,55164,55172
93732,\,55165,55172
93733,\,55166,55172
93734,\,55167,55172
93735,\,55170,55172
93736,\,55389,55382
93737,\,55374,55373
93738,\,55368,55373
93739,\,55367,55373
93740,\,55377,55373
93741,\,93706,55872
93742,\,55962,55960
93743,\,55962,55790
93744,\,55875,55876
93745,\,55879,55876
93746,\,55875,55915
93747,\,55879,55915
93748,\,56390,56391
93749,\,56392,56391
93750,\,56393,56391
93751,\,56394,56391
93752,\,56397,56391
93753,\,56398,56391
93754,\,56412,56415
93755,\,56770,56768
93756,\,56771,56768
93757,\,56772,56768
93758,\,56769,56768
93759,\,56775,56768
93760,\,56776,56768
93761,\,3212,56890
93762,\,25399,56890
93763,\,28679,56890
93764,\,37750,56890
93765,\,48575,56890
93766,\,56858,56890
93767,\,72860,56890
93768,\,77902,56890
93769,\,81223,56890
93770,\,97780,56890
93771,\,66452,56890
93772,\,57027,57028
93773,\,57029,57028
93774,\,57030,57028
93775,\,57031,57028
93776,\,57032,57028
93777,\,57033,57028
93778,\,57034,57028
93779,\,57035,57028
93780,\,57036,57028
93781,\,57037,57028
93782,\,57038,57028
93783,\,57039,57028
93784,\,6331,57168
93785,\,12234,57168
93786,\,23523,57168
93787,\,28691,57168
93788,\,30458,57168
93789,\,37768,57168
93790,\,57127,57168
93791,\,57168,57168
93792,\,57179,57168
93793,\,57176,57168
93794,\,74610,57168
93795,\,84067,57168
93796,\,85854,57168
93797,\,93762,57168
93798,\,57272,57277
93799,\,57273,57277
93800,\,57274,57277
93801,\,57275,57277
93802,\,12230,57022
93803,\,17980,57022
93804,\,57014,57022
93805,\,57015,57022
93806,\,57016,57022
93807,\,57023,57022
93808,\,12230,57021
93809,\,75532,55273
93810,\,57015,57021
93811,\,57016,57021
93812,\,57023,57021
93813,\,57024,57021
93814,\,57038,57039
93815,\,57099,57092
93816,\,57295,57294
93817,\,57296,57294
93818,\,57418,57419
93819,\,57418,56812
93820,\,6350,57493
93821,\,28718,57493
93822,\,37800,57493
93823,\,63482,57493
93824,\,85866,57493
93825,\,93788,57493
93826,\,57430,57429
93827,\,57431,57429
93828,\,23546,57606
93829,\,84086,57606
93830,\,104248,57606
93831,\,3516,57606
93832,\,57596,57606
93833,\,57597,57606
93834,\,57599,57606
93835,\,57602,57606
93836,\,111974,57704
93837,\,57813,57938
93838,\,57818,57938
93839,\,57819,57938
93840,\,57821,57938
93841,\,57822,57938
93842,\,57823,57938
93843,\,57813,57987
93844,\,57818,57987
93845,\,57819,57987
93846,\,57821,57987
93847,\,57822,57987
93848,\,57823,57987
93849,\,57813,57955
93850,\,57818,57955
93851,\,57819,57955
93852,\,57821,57955
93853,\,57822,57955
93854,\,58205,58295
93855,\,58208,58295
93856,\,58215,58295
93857,\,58216,58295
93858,\,58217,58295
93859,\,58218,58295
93860,\,58220,58295
93861,\,58221,58295
93862,\,58222,58295
93863,\,58223,58295
93864,\,58224,58295
93865,\,58225,58295
93866,\,58226,58295
93867,\,58227,58295
93868,\,54441,54449
93869,\,54440,54449
93870,\,54430,54449
93871,\,54434,54449
93872,\,54441,54460
93873,\,54440,54460
93874,\,54430,54460
93875,\,54434,54460
93876,\,54438,54460
93877,\,57828,57827
93878,\,57829,57827
93879,\,57832,57827
93880,\,57834,57827
93881,\,57835,57827
93882,\,57836,57827
93883,\,57837,57827
93884,\,57838,57827
93885,\,57839,57827
93886,\,57840,57827
93887,\,57841,57827
93888,\,57842,57827
93889,\,57843,57827
93890,\,57845,57827
93891,\,57846,57827
93892,\,57847,57827
93893,\,57848,57827
93894,\,57876,57827
93895,\,57877,57827
93896,\,57878,57827
93897,\,57879,57827
93898,\,57880,57827
93899,\,57882,57827
93900,\,57883,57827
93901,\,57885,57827
93902,\,57886,57827
93903,\,58293,58298
93904,\,58323,58362
93905,\,58369,58362
93906,\,58488,58487
93907,\,58489,58487
93908,\,58500,58503
93909,\,57014,57021
93910,\,20767,58747
93911,\,58749,58747
93912,\,58750,58747
93913,\,58751,58747
93914,\,58752,58747
93915,\,58753,58747
93916,\,58755,58747
93917,\,58698,58763
93918,\,58749,58763
93919,\,58750,58763
93920,\,58751,58763
93921,\,58752,58763
93922,\,58753,58763
93923,\,58755,58763
93924,\,58958,58961
93925,\,58960,58961
93926,\,58994,59034
93927,\,58995,59034
93928,\,59070,59089
93929,\,59071,59089
93930,\,59072,59089
93931,\,59086,59089
93932,\,59074,59089
93933,\,59076,59089
93934,\,59078,59089
93935,\,59080,59089
93936,\,59082,59089
93937,\,59083,59089
93938,\,59087,59089
93939,\,59101,59089
93940,\,59114,59115
93941,\,59116,59115
93942,\,59117,59115
93943,\,59118,59115
93944,\,59121,59115
93945,\,59122,59115
93946,\,30516,59329
93947,\,37880,59329
93948,\,94034,59329
93949,\,30516,59383
93950,\,37880,59383
93951,\,94034,59383
93952,\,59362,59744
93953,\,108761,59744
93954,\,59763,59944
93955,\,59763,59978
93956,\,60163,60167
93957,\,60164,60167
93958,\,60165,60167
93959,\,60166,60167
93960,\,60168,60167
93961,\,60169,60167
93962,\,60226,60214
93963,\,60226,60436
93964,\,60226,60477
93965,\,60226,60476
93966,\,4293,60648
93967,\,60589,60648
93968,\,60600,60648
93969,\,84154,60648
93970,\,37956,60648
93971,\,60664,60659
93972,\,60673,60659
93973,\,60666,60659
93974,\,60657,60659
93975,\,60656,60659
93976,\,60664,60658
93977,\,60663,60658
93978,\,60673,60658
93979,\,60666,60658
93980,\,60657,60658
93981,\,60656,60658
93982,\,25466,60858
93983,\,25467,60858
93984,\,60874,60897
93985,\,60880,60897
93986,\,60879,60897
93987,\,60902,60897
93988,\,60899,60897
93989,\,60874,60945
93990,\,60879,60945
93991,\,60902,60945
93992,\,60899,60945
93993,\,60874,60960
93994,\,60880,60960
93995,\,60879,60960
93996,\,60902,60960
93997,\,60899,60960
93998,\,60996,60997
93999,\,61013,61009
94000,\,61016,61009
94001,\,6458,61063
94002,\,8853,61063
94003,\,12418,61063
94004,\,23651,61063
94005,\,36030,61063
94006,\,37974,61063
94007,\,51822,61063
94008,\,77985,61063
94009,\,58698,58747
94010,\,104344,61063
94011,\,6458,61075
94012,\,8853,61075
94013,\,12418,61075
94014,\,23651,61075
94015,\,36030,61075
94016,\,37974,61075
94017,\,51822,61075
94018,\,77985,61075
94019,\,94078,61075
94020,\,102705,61075
94021,\,104344,61075
94022,\,58648,58912
94023,\,63028,58912
94024,\,87107,58912
94025,\,59048,59045
94026,\,58545,58586
94027,\,9467,58774
94028,\,12299,58774
94029,\,23572,58774
94030,\,30500,58774
94031,\,31926,58774
94032,\,37861,58774
94033,\,51720,58774
94034,\,69549,58774
94035,\,74643,58774
94036,\,84116,58774
94037,\,85892,58774
94038,\,94022,58774
94039,\,103285,58774
94040,\,104269,58774
94041,\,59228,59230
94042,\,6404,59190
94043,\,12323,59190
94044,\,23593,59190
94045,\,30528,59190
94046,\,31953,59190
94047,\,37886,59190
94048,\,59247,59190
94049,\,59252,59190
94050,\,77957,59190
94051,\,6404,59362
94052,\,12323,59362
94053,\,23593,59362
94054,\,31953,59362
94055,\,37886,59362
94056,\,59247,59362
94057,\,59252,59362
94058,\,77957,59362
94059,\,59213,59956
94060,\,59989,59990
94061,\,19425,60252
94062,\,60179,60252
94063,\,60180,60252
94064,\,60203,60252
94065,\,60202,60252
94066,\,60256,60252
94067,\,60257,60252
94068,\,82319,60252
94069,\,60564,60565
94070,\,84147,60565
94071,\,31994,60565
94072,\,9488,60565
94073,\,60600,60636
94074,\,60605,60636
94075,\,60606,60636
94076,\,37964,60794
94077,\,60903,60909
94078,\,60905,60909
94079,\,60925,111981
94080,\,60925,61016
94081,\,61193,61206
94082,\,61198,61206
94083,\,61199,61206
94084,\,61201,61206
94085,\,61202,61206
94086,\,61203,61206
94087,\,61204,61206
94088,\,61205,61206
94089,\,61207,61206
94090,\,6410,59825
94091,\,9479,59825
94092,\,23609,59825
94093,\,25454,59825
94094,\,51763,59825
94095,\,59827,59825
94096,\,59828,59825
94097,\,59829,59825
94098,\,59826,59825
94099,\,65273,59825
94100,\,74664,59825
94101,\,77965,59825
94102,\,81267,59825
94103,\,84134,59825
94104,\,84135,59825
94105,\,85904,59825
94106,\,104300,59825
94107,\,59872,59880
94108,\,59875,59880
94109,\,102705,61063
94110,\,59882,59880
94111,\,59883,59880
94112,\,59884,59880
94113,\,59872,59879
94114,\,59874,59879
94115,\,59875,59879
94116,\,59876,59879
94117,\,59881,59879
94118,\,59883,59879
94119,\,59884,59879
94120,\,59872,59897
94121,\,59874,59897
94122,\,59875,59897
94123,\,59876,59897
94124,\,59881,59897
94125,\,59882,59897
94126,\,59883,59897
94127,\,59884,59897
94128,\,61268,111984
94129,\,111994,61334
94130,\,61336,61334
94131,\,111994,61339
94132,\,61336,61339
94133,\,61668,61665
94134,\,15114,61706
94135,\,61711,61706
94136,\,61844,61853
94137,\,6487,61920
94138,\,12457,61920
94139,\,23683,61920
94140,\,29656,61920
94141,\,30634,61920
94142,\,32247,61920
94143,\,51855,61920
94144,\,77999,61920
94145,\,84187,61920
94146,\,85928,61920
94147,\,104365,61920
94148,\,61924,61951
94149,\,61932,61951
94150,\,61933,61951
94151,\,61934,61951
94152,\,61935,61951
94153,\,61936,61951
94154,\,61938,61951
94155,\,61939,61951
94156,\,61940,61951
94157,\,61941,61951
94158,\,61942,61951
94159,\,61943,61951
94160,\,61944,61951
94161,\,61945,61951
94162,\,61946,61951
94163,\,61947,61951
94164,\,61948,61951
94165,\,61949,61951
94166,\,4516,62080
94167,\,44624,62361
94168,\,62360,62361
94169,\,112120,62429
94170,\,4742,62429
94171,\,62641,111989
94172,\,62858,62753
94173,\,102083,62753
94174,\,62969,62949
94175,\,63028,63045
94176,\,27550,63045
94177,\,42186,63045
94178,\,4799,63063
94179,\,4801,63063
94180,\,63064,63063
94181,\,63066,63063
94182,\,63067,63063
94183,\,63578,63575
94184,\,63578,63933
94185,\,63981,63999
94186,\,63989,63999
94187,\,64058,111990
94188,\,25596,111990
94189,\,73182,111990
94190,\,64098,64096
94191,\,64099,64096
94192,\,64100,64096
94193,\,64101,64096
94194,\,64102,64096
94195,\,64103,64096
94196,\,64104,64096
94197,\,64220,64202
94198,\,64220,64288
94199,\,64220,64287
94200,\,64547,64558
94201,\,64546,64558
94202,\,64548,64558
94203,\,64551,64558
94204,\,64563,64558
94205,\,64552,64558
94206,\,64562,64558
94207,\,94287,64558
94208,\,81330,64846
94209,\,59881,59880
94210,\,64839,64846
94211,\,64844,64846
94212,\,2422,64847
94213,\,4922,64847
94214,\,64853,64847
94215,\,64854,64847
94216,\,64860,64847
94217,\,64959,64960
94218,\,64962,64960
94219,\,64959,65087
94220,\,64961,65087
94221,\,64962,65087
94222,\,64959,65140
94223,\,64961,65140
94224,\,64962,65140
94225,\,65144,65149
94226,\,65146,65149
94227,\,65148,65149
94228,\,65166,65449
94229,\,112004,65449
94230,\,65228,65449
94231,\,65166,65467
94232,\,112004,65467
94233,\,65228,65467
94234,\,65302,65522
94235,\,65501,65522
94236,\,65514,65522
94237,\,65515,65522
94238,\,65502,65522
94239,\,65503,65522
94240,\,65506,65522
94241,\,65508,65522
94242,\,65509,65522
94243,\,65510,65522
94244,\,65511,65522
94245,\,65512,65522
94246,\,65519,65522
94247,\,65524,65522
94248,\,65525,65522
94249,\,65526,65522
94250,\,65528,65522
94251,\,65529,65522
94252,\,65302,65521
94253,\,65501,65521
94254,\,65514,65521
94255,\,65515,65521
94256,\,65502,65521
94257,\,65503,65521
94258,\,65506,65521
94259,\,65508,65521
94260,\,65509,65521
94261,\,65510,65521
94262,\,65511,65521
94263,\,65512,65521
94264,\,65519,65521
94265,\,65524,65521
94266,\,65525,65521
94267,\,65526,65521
94268,\,65528,65521
94269,\,65529,65521
94270,\,65302,65520
94271,\,65501,65520
94272,\,65514,65520
94273,\,65515,65520
94274,\,65502,65520
94275,\,65503,65520
94276,\,65506,65520
94277,\,65508,65520
94278,\,65509,65520
94279,\,65510,65520
94280,\,65511,65520
94281,\,65512,65520
94282,\,65519,65520
94283,\,65524,65520
94284,\,65525,65520
94285,\,65526,65520
94286,\,65528,65520
94287,\,65529,65520
94288,\,65767,65762
94289,\,65786,65790
94290,\,65787,65790
94291,\,65788,65790
94292,\,65789,65790
94293,\,65791,65790
94294,\,65795,65790
94295,\,65793,65790
94296,\,65792,65790
94297,\,65797,65790
94298,\,65798,65790
94299,\,65799,65790
94300,\,65800,65790
94301,\,65808,65790
94302,\,65809,65790
94303,\,65810,65790
94304,\,65811,65790
94305,\,65812,65790
94306,\,65816,65790
94307,\,65819,65790
94308,\,65828,65790
94309,\,64840,64846
94310,\,65843,65841
94311,\,65849,65841
94312,\,65850,65841
94313,\,65852,65841
94314,\,65854,65841
94315,\,65842,65840
94316,\,65843,65840
94317,\,65849,65840
94318,\,65852,65840
94319,\,65854,65840
94320,\,65982,66000
94321,\,65977,66016
94322,\,66083,66106
94323,\,66084,66106
94324,\,66086,66106
94325,\,66087,66106
94326,\,66088,66106
94327,\,66089,66106
94328,\,66090,66106
94329,\,66091,66106
94330,\,66092,66106
94331,\,66093,66106
94332,\,66097,66106
94333,\,66126,66131
94334,\,66132,66131
94335,\,94324,66131
94336,\,66227,66228
94337,\,61342,61343
94338,\,61416,61415
94339,\,61721,61719
